	sentence	sentiment
401	Sexy shradhaa ava unmeyave virgin ille... Avala poyi kekera kelveeya adhe...	negative
402	Semma MASS Chiyan Vikram Sir  I am waiting	positive
403	Enga thala.stzit parvaila avar gethana kuralila summa kalakuraru pa thala da	positive
404	Surya vathu mairavathu nethan than thalaiva nadipin arakkan	negative
405	Naa trailer ah thalaivar kaga pakka varala..vj sethu anna kaga than pakka vandhurukken..🤩	positive
406	Lokesh Kanagaraj fans, leave a like	negative
407	Trending.. La.. Naanga.. Thanada.. No.. 1	positive
408	Thala ku aaga dhaan padamae pola	positive
409	Pariyerum Perumal Ku award varala but next time indha movie Ku kedaikanum.	positive
410	Amaa eppa yenna ..panna..poromm ....ahaaaa      ...Sweet ....sapdaa poroomm.......	positive
411	kaidhi vera lvl trailer idhaa dewali kaidhii dhaa king	positive
412	Thalaivaaa verithanam .........apdye chumma therikkavidra	positive
413	The end by chiyan “you kena tunggu lebih lama lagi untuk thosai”!!! Rocking b***h!!	positive
414	Love u THALA DULQUER SALMAAN FANS KERALA	positive
415	Nan thalaivre tralare ra 40tamies Ku mela pathuten I am whating asuran	neutral
416	102 k views 151 k likes	neutral
417	0 haters in world chiyaan vikram	positive
418	Marana maass thalaivaaa i love you sir	positive
419	Yenga anna yeppov super hero dhan	positive
420	Bro thalapathy fans kuda nalla irukku nu solranga romba happy ya irukku	positive
421	Thala and yuvan ..like ha therika vidungada pasangala...bgm vera level ..	positive
422	Trailer pala thadava parthavanga mattum our like	positive
423	Video Pakrathuku munnadiye Like pannavanga mattum Kai ah thookunga	positive
424	801k  Naraya naraya naraya naraya naraya naraya!!!!	positive
425	I am waiting vera level trailer i ever seen	positive
426	Maranam maranam maranam last bgm therikkudhu gv bro vera level	positive
427	Yevanavathu Yuvan BGM pathi pesurangala nu paaru..	neutral
428	Viswasam teaser ku wait panravan like podu	neutral
429	Thalaivar + ThalaivARR =	positive
430	Oruthara mela nenga viswasam katrathukaga,inoruthara yen asinga paduthuringa....... Sema	positive
431	Mass mass mass mass mass mass mass mass mass mass mass mass	positive
432	0.42 bgm vera level gvp.....Vetri maaran no words	positive
433	Wow nice trailer rajini kant super star	positive
434	Thalaivaaaaaaaa 7 days to go Thalaivaru tharisanam	positive
435	Today trailer paaththu padam paakka wait panravangka like podungka.	positive
436	Ratchasan music Mari eruku startngla 🤔🤔enaku matum Tha apdi thonutho	negative
437	Ithu Peru thaan pakka mass.....woww goosebumbs	positive
438	Viswasam trailor 2 hrs la vandha like kooda indha trailor ku ithana naal la varala	neutral
439	Fully rajinism ... Thalaivaaaaaa mass.. fdfs Kalakata poguthu.... Thalaivaaaaaa	positive
440	Paeru DHANUSH'u! National award winner DHANUSH'u! Kaelvi patrukeengala! Verithanamaa waiting for ASURAN	positive
441	Thalaiver mass super  star rajini	positive
442	Vetrimaran erukara varaikum Dhanush ku no tension	positive
443	Nanba sekaram like 1m kontu vaaga	positive
444	Karthi padathula ithu oru nalla padam	positive
445	Krish movie fans like here  🤙	neutral
446	tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa	positive
447	Chiyaan vikram sir i like u r costume i like u r moment	positive
448	Inum 1m likes  kuda varala  🤣🤣	positive
449	Semmaya erukku.. Trailer... Enga anna eppovum grate hero dha... Love you sk anna....	neutral
450	Ne ala vijay muturatha kudikerked tha laki	negative
451	Srk fan plz dislike tha video	positive
452	Last vara dialog thavaravera onnum edupadala. Movie ya paathutu comment pandren	negative
453	1.18 Yaarlam  TeeJay ah Patheenga?	positive
454	Hindi la U/A certificate. Tamil la U certificate. Yepdi da dei? Yellarum India la thaane irukkom?	neutral
455	Valimai kku wait panravanga thatra likes ah	positive
456	Aiyooo ithu petta illa thalaivar settaaaayena style yena alaga katirukanunga semmaaaa	neutral
457	Marana mass thala end fight vera level look semma mass ah eruku	positive
458	Movie la night shots neraya iruku	positive
459	Chindhamani kolakkes.   ....like podra	negative
460	yaar ellaam thala ah theater la paarka marana waiting la irukinga oru like podunga	positive
461	Jan 10 ke Pongal start aakuthu	neutral
462	Wow wow wow... Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa....... proud to be every Indian... <3 thanks to shankar sir and holl team...	neutral
463	Kichadi padhiri ella English padathaiyum mix panni irrukkan shankar. Vera level pavam	negative
464	Oruthar Mela Neenga Viswasam kaatrathukaga Innoruthar enn Asinga paduthu ringa	neutral
465	Rajini sir telugu fans like	positive
466	Last dialogue is a hint to his fans... Thala mela visvasam kaatrathuku thalapathy ya asinga padutha koodathu	positive
467	Trending in sri lanka.. I am very happy. Hit like..	positive
468	#NO MEANS NO  THALA  DIALOUGE DELIVERY SUPER	positive
469	Oruthar Mela Neenga Viswasam Kaattradhukkaga Innoruthara Yen Asinga Paduthuringa	neutral
470	Yarellam morning wake up aanathum trailer paakka vanthinga???	positive
471	Our sirappaana taramaana movie book panna poram	positive
472	semmmmmmmaaaaaaaaaaaa performance thala Mr.Ajith sir........... Good	positive
473	Pongal ke confirm sweet sapada porum	positive
474	Indha pongaluku release ana  Adutha pongal Vara odanumndravanga like podunga.	positive
475	Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala	positive
476	Ajith solra Last line,  idha yavadhu pathu thirundunga da dai	positive
477	T h a l a	positive
478	super star na Marana mass thaan	positive
479	Thala awwsm n u1 bgm rocks	positive
480	Indha padam pengalukanadhu nalla samooga seerkeduku edhirana padam Ner konda parvai wow awesome thala ‍‍‍‍‍‍	positive
481	HIGHLY EXCITED WAITING FOR KARTHI, SAM CS BGM	positive
482	82k watch but 115k likes	neutral
483	Classss , massssu , Pattayakelapum makkal Selvan  Semma trailer Vjs dialogue masssu ultimate Geththu pa namba màkkal Selvan	positive
484	Wowowowowoowowoowowoowo, lets go superstar, love u rajini sir	negative
485	Yosikkama bhagubali movie da comber pannalam Vera level la irukum paru	positive
486	Pattaya Kilaputhupaa trailer... !!!!! Get Rajnified  !!!	positive
487	Thala irukum pothu ethuvum nadakathu. Thala kaakum pothu erumbum thudikathu. Thala Tucker doi	positive
488	Jithu- kaali- singaar singh veri Aatam, jan 10 mark the date , king  arrives	positive
489	oruthar mela neenka viswasam kaddurathukkaka innoruthara en asinkapaduthurinka! true line for some ajith fans and vijay fans!	positive
490	Netru - super star   Indru - super star   Nalai -super star   Endrum  SUPER STAR	positive
491	ye film 3000 carore paar karegi keval india me double Blockbuster movies   toofan aa jayga thiyetar me	negative
492	Dhanush - Vetrimaran - Gvp Yarrukellam intha combo pidikum	positive
493	Great vfx, ugly protaginist... Looks like a joke !	negative
494	Va thala ni va paddaya kilappuram	positive
495	Sk Anna haters Like here 🤣	negative
496	Haiyya jolly  Night kulla 15 million views thandidum	positive
497	1:30 na indha scene kagave Trailer ah marubadiyum marubadiyum pathutu irukan thalaivar oda WoW moment	positive
498	Superb next surprise.... cinematography romba nala iruku	positive
499	Ama athu enna last la loose motion pora Maari nadanthu varathu..,	negative
500	pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka	positive
501	Ena Pangalikala Return No.1 Trending KonduVaralama...!!!  Link Ah Share Panunka 1M Likes Adichu Akanum..	positive
502	Otha  tharamana sampavam diwali ku iruku   ...bigil  valakqm pola  oo ooothan🤣🤣🤣🤣🤣🤣	negative
503	Krish #part 3 vanthudicha  iyooo ithukku dha ivlo naal wait pannittu irunthan    Negalum ithukku dha wait panringana  Sollunga	neutral
504	Intha yr Diwali inum mudiyala Nov 29@diwali	positive
505	3 hours agidu 1 million varala	positive
506	Akshay kumar 1st dialog olunga kekala... Ennadu paah adu ??? Cell phone vechu irruka ovovruthanu....????	neutral
507	Appaddi yellaam nadakaath,nadakka koodaath....ufffffthala appadiye vere track	positive
508	Mass ivara minja yarum illa porakavum illa	positive
509	DHANUSH AND VETRIMAARAN THE ORIGINAL ASURAN	positive
510	Thlivarku trilar ra vida teaser than semaiya iruku	positive
511	If anyone saw teejay in it....	positive
512	kannilla rajini rasika mudhevikala....poi savingada....intha vfxiku athuthan nalla mudiva erukum	neutral
513	Enga thatha irruka varaikum neraya neraya nadakathu da  ellam ajith pathupan da	positive
514	Intha vayasaana kaalathla intha kelattu payaluku idhellaam thevaiyaa Kumaaru ???	negative
515	Tamil natula evalo prechena poitu irruku ithu Roomba mokiya ma porali daa	negative
516	Best makeup (getup) for rajini after Shivaji film!!	positive
517	Trailer bangam youv shankar yepaya ni ippadi oru padam rajini vechi yeduka pora yepapar robo gobo ni poya	positive
518	Neerkondaparvai bgm Mathiri irukku gv why	negative
519	Thala&YuvaN  Vera level ....   #ipdi neraya neraya neraya nerayaaaaaaaaa....	positive
520	Thala acting Vera level neraya neraya neraya neraya neraya dialogue awesome mass &class.	positive
521	Thalaivar ku 35k dislikes ah epdida manasu varuthu ungaluku  sleeper cells ugala	negative
522	Ennada bomma padam mathire irukku enna kandravi anim ithu	positive
523	Appa enna stylish thalaiva. Marana Mass	positive
524	0:37 Vivek Siva Mervin Solomon Magical Voice	positive
525	Sarkar teaser gave much better results in 24h	negative
526	400k++ likes in 5 million views...	positive
527	Semma mass rajini sir love you	positive
528	Rajini daaaaa Rajini !!! Chumma athiruthu	positive
529	E ka Bawasir Bana Diye ho	positive
530	are you virgin scene iruka	positive
531	Marana waiting for nkp fdfs ku	positive
532	Ivaruku vayasu agala vayasu koranchukitu iruku	neutral
533	King maker thala .... wonderful hero...love u thala ....love u love u love u.....	positive
534	Mega sod power renger vfx looks like cartoons	negative
535	467k views one hour mela change aagamale iruku something happened?	positive
536	Epo da kondi varuvinga 1.4 Million like	positive
537	To those who disliked =  Oruthar meala vishwasam katurathukaga inoruthar ah yen asinga paduthuringa???? 🤕	positive
538	Dislike options thooki podungaaaaa daw, rendu like option venum Rajinified	negative
539	Marana maaaaaaas thalaiva . Soooper star .,	positive
540	Idhu yenna da Batman ku vandha sodhanai..	positive
541	Thalaiva marana waiting... Super star mass nu katringa...	positive
542	Kola gaandu la irukkan!  Sweet sapadu porom! Style ah? Naturally...	positive
543	Ajith = h.Vinod= Siva = h. Raja	positive
544	Vijay sethupathi fans hit a like	neutral
545	Sema Sema Sema Sema Sema Sema Sema Sema Sema Sema Sema	positive
546	Wowww thala Ajith Kumar is awesome paaaaaaaaa	positive
547	Moodevi nga content paakama dislike podudhunga. Thevangu. Trailer end la correct ah iruku	positive
548	Thalaivar sonna maari sweet sapida poren	positive
549	10 Million view's kooda varala nu Vijay fans kalaaikraanga ..plz thala fans 10 M views vara vainga..inaiku kulla	positive
550	Naaangalaum pakkaathan poorommmm...... Engee thalaivar odee aattaatheee	positive
551	Apdiea innum knjm dhn Shankar sir. Avengers ah beat panniralam.... Move on Fire	positive
552	Mass mass maas mass chiyaan Vikram	positive
553	Inniki 10.5 million views reach panlama pangalingala adichi thookalamaa	negative
554	wow Is Movie 3Million   View 175k Like Best luck Bikram Sir Fan Likr Here	positive
555	U1 + thala mass....Bgm  🤩🤩🤩	positive
556	Cant wait thalaivare  Thookkudurai alappareyum pakkanum	positive
557	Thalaiver  Thalaiver thaaa Vera pechaaa  Kedaiyathu  Pettai daaaa	positive
558	Super padam rajini sir trailare ippadi athirutunna parameter eppadi irukkum	positive
559	Kovilpatti pasanga lam like podunga la..	positive
560	Waiting... thalaa katta fan from Kerala Yuvan bgm no rekshaa	positive
561	trailer Oda last dance than evanoda nejamana character aara mental da evan	positive
562	Thara Ra,Thara Ra,Thara Ra Raa...1:37 vera level	positive
563	All tamilans fans from keralaKerala loves you all... Tamilan da	positive
564	........THOSE VIJAY FANS COME HERE TO SEE THIS LIKE HERE...........	positive
565	Trending ku late ah vanthalum latest varuvom da	positive
566	Enada mugamoodi 2 va🤔🤔Ange naren inga Arjun....	negative
567	Padam kand trailer kannaan vannnavar undoo	positive
568	2.0 full movie on zee tamil channel	positive
569	Logesh ah nambalam.....nammala (thalapathy 64) yaematha maataru ninaikira.....	positive
570	*Tha vera level dialogue last scene	positive
571	Ellam Avan seyal movie ya ithu	positive
572	Ithu petta pongal...paaka thaana pora intha kaali Oda aatatha...	positive
573	Kola kuthu marana mass thailavaaaa Vera level mass	positive
574	yen dislike pandringa enna pudikala trailer la	positive
575	Danushuku  nigar danushdan   vada chennai 2 eppo varum  chanse illa  thalaiva	neutral
576	Yar yar laam entha trailer ah pathona Hans Zimmer music keta mari eruku nu nanchega	negative
577	White hair eh irundahlum azhagaai theriyum aanazhagan....Thala eppavume ultimate dhan.....	positive
578	0:53 thala ooda looka copy adichutan  daa	positive
579	Nitha cinema u da malayalam dubbing e laya	negative
580	sama gandula iruken mudinja Tomorrow movie release pannunga please	positive
581	Men's mass super excited wow wow wow wow wow wow wow🤘🤘🤘	neutral
582	Masss Maranam Thalaivaaaa back to #90's Kid Rajini sir...	positive
583	Looks promising but release aagi nalla irundha semaya irukkum	positive
584	Sivakarthikeyan orae naal la ivulo million views varaee va	negative
585	Fdfs ku poravaga like poduga	neutral
586	sun tv mela kola kaandula irukkom ,,,, rajini mela illa	positive
587	Kaithi thaan intha yr diwali blockbustrr cnfrm	positive
588	Karthi Anna wooda unmayana anbana rasigargal mattum thatra like	positive
589	Diwaliku sambavam eruku  Like-kaithi  Cmt-bigil	negative
590	Periyavarae.. dialogue la nalla than eruku acting enga? 🤣🤣🤣	negative
591	22:00  Dhanush look  Vera level  Masss	positive
592	Who r waiting trailer in kannada any kannadiga hit like.......jai karnataka,tamil nadu	positive
593	Padam kandipa block buster . Wishes from Suriya Anna fans	positive
594	Die hard chiyaan fans like here	positive
595	semma thalaiva marana geththa erukinga u always geththu...	positive
596	Ultra ultimate star thala vera level	positive
597	Ajith rasigargal Sarpaka padam Vetri pera valthukkal	positive
598	Trailer half nalla iruku sandhosama iruku innoru half paatha verupa iruku bayama iruku	neutral
599	Padam pathuttu vanthu tralier pakkuravagaa like pannungaa	positive
600	theri mass , therika vitruvoma	positive
601	Thalaiva theivame umma....Sema style sema energy sema marana mass🤘	positive
602	Nkp movie la thala more dialogue pesirukaru thala nadicha movie la nkp la more dialogue erukku waiting nkp movie	neutral
603	90s thalaivaaaaaaaaaaa is back in action	positive
604	vera leval   dhanudh   vetri maran  gvp   combo	positive
605	Tha 4 nimishathula 10 k likes thala	positive
606	Mass means 2.0 Waited for this movement ,also waiting for movie  Semmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmamaaaaaaaaaaaaaaaaaaaaaa	positive
607	Ultimate star  AJITH Kumar vazhaga	positive
608	Inu neraiya peru paakala keep sharing	positive
609	Padam vanthathum 13k dislike pottavaga yellam yea da dislike  pannom nu feel pannanum	positive
610	Orginal view and orginal like,	positive
611	HIT LIKE FOR VETRIMARAN -DHANUSH COMBO	positive
612	Sivakarthikayen fans hit like button	positive
613	Izu vijay'da trailer'aaha irunda 30 millions aahi irukkum Ajith vayathu jaasthi aichu Adudda padaththilaavazu ilamaya nadichcha nalla irukkum	positive
614	Enna bgm English song la play agudhu	positive
615	Vaa thala nee mattum podhum enaku Vaa Vaa Vaaa....	positive
616	Likes gonna overtake views Dei update pannuga da	positive
617	gethu  naale  thala  dhan	positive
