	Unnamed: 0	sentence	sentiment	transliteration	translation
117	117	Screen Presence la ungala adichukka vera evanum illa Thala	neutral	ஸ்க்ரீன் ப்ரெஸ்ன்ஸ் லா உங்காலா ஆதிசுக்கா வேரா இவாநும்ம் இல்லா தாலா	Screen presence la ungala adisukka vera iwanum illa tala
118	118	Vera level movie & vasool NKP	positive	வேரா லேவேல மோவி  வஸஊல் ந்க்ப	Vera Levela Movi Vasool Nkpa
119	119	Vera level acting thalaivar Mass's pakka mass sry petta masssss SSS	neutral	வேரா லேவேல அக்டிங் தலைவர மாஸ் பக்கா மாஸ் ஸ்ரீ பெட்டா மாஸ் ஸ்	Vera Levela Acting Head Mas Pakka Mas Sri Petta Mas s
120	120	Sahoo 12 million nkp innu 9 million tha 🤣🤣🤣	positive	ஸஹோ 12 மில்லியன் ந்க்ப இநநு 9 மில்லியன் தா 	Saho 12 million ngpa now 9 million tha
121	121	Senseless movie ..  just video game..	neutral	சென்ஸ்லெஸ்ஸ் மோவி   ஜஸ்ட் வீடியோ கம	Senseless Movie Just Video Com
122	122	Thala fans saarbaaga motion poster vendum adhe	positive	தாலா பன்ஸ் ஸார்பாகா மோட்டின் பாஸ்டர் வேம்டம் அதே	The same is the pastor vehemence of Thala Pans Zarbhaga Mot
123	123	Rajinikanth sir is my favorite Hero says ARR	negative	ராஜீநீகாம்த சிர் இஸ் மீ பைவோரைட் ஹீரோ சய்ஸ் ஆர்	Rajinigamtha sir is me bivorite hero sais r
124	124	Kadaram Kondan vs Saaho.... I'm waiting....	negative	கதரம கோன்தந வ்ஸ் ஸாஹோ இம் வைடிங்	Gadarama Kondana Vs Saho Im Widing
125	125	0.35 & 0.55 sec   wowwwww	positive	035  055 செக்   வோ	035 055 Czech Vo
126	126	Last dialogue suit for all fans	positive	லாஸ்ட் டியாலோகு சூஇட் பார் ஆல் பன்ஸ்	Last dialog suit bar all puns
127	127	Thala fans hit like me....	positive	தாலா பன்ஸ் ஹித லைக் மீ	Thala Buns Hita Like Me
128	128	Edho sadhi nadakudhu pa inum trending la varala	negative	ஏதோ ஸாதீ நாதாகுது பா இனம் ட்ரெண்டிங் லா வரலா	Something sadi natagut ba yanam trending la varala
129	129	Kalaila enthirucha udane thala ah paaka vathavanga oru like ah podunga	positive	கலைலா ஏந்திருசா உதான் தாலா அ பாகா வாதாவங்கா ஓரு லைக் அ போதுங்கா	Kalaila endrusa udan tala a baga vadawanga oru like a patanga
130	130	Shankar sir next film vijay and katrina kaif and perya herova villain ah pana veinga	neutral	ஷங்கர சிர் நெக்ஸ்ட் பிலிம் விஜய அண்ட் கேட்ரீநா கைஃப் அண்ட் பெர்யா ஹீரோவா விலாயின் அ பனா வேய்ங்கா	Shankara Sir Next Film Vijay And Katrina Kaif And Perya Heroa Vilain A Bana Wayinga
131	131	Dai bahubali 1 & 2.    Kelambu kelambu.	neutral	டை பாஹுபலி 1  2    கேலாம்பூ கேலாம்பூ	Die Baahubali 1 2 Kalambu Kalambu
132	132	PINK Bollywood  But Like Ajit kumar	positive	பிங்க் பொலிவுட்  புட் லைக் அஜித் குமார	Pink Bollywood Put Like Ajith Kumara
133	133	Comedy ya erukku ithukku billa pandi ok	negative	காமெடி யா எருக்கு இதுக்கு பில்லா பண்டீ ஓக்	Comedy ya eruku iduku billa pandee ok
134	134	Vs anna semma.......🤗epavum pola neega vera level.........	positive	வ்ஸ் அந்நா செம்மஐபாவம் போலா நீகா வேரா லேவேல	Vs anna semmaipavam pola neega vera levela
135	135	Kk chiyan vikram in kadaram kondan best wishes	positive	க்க சியாந விக்ரம் இன் கதரம கோன்தந பெஸ்ட் விஷ்ஸ்	Kadarama Kondana Best Wishes to Siyana Vikram
136	136	1:34 Enna paarva da idhu goosebumps guaranteed	positive	134 என்னா பார்வா டா இது கூசெபம்ப்ஸ் குவாரான்டீத்	134 Enna Parva Da This Goosebumps Quarantith
137	137	Marana marana marana.. Sirapana tharamaana padam ...🤗🤗🤗🤗	positive	மராநா மராநா மராநா ஸிராபநா தாரமாநா பதம் 	Marana Marana Marana Sirabana Taramana padam
138	138	Thala look sema mass nu soldravanga mattum oru like podunga	positive	தாலா லூக சேமா மாஸ் நு சோல்த்ரவங்கா மட்டும் ஓரு லைக் போதுங்கா	Thala luka sema mas nu soltravanga just one like is not enough
139	139	Vanthathu vanthuteenga thala fans ellarum like potutu ponga	positive	வந்தாதும் வம்துதீம்கா தாலா பன்ஸ் எல்லார்ம் லைக் போதுது போங்கா	Vandathum Vamdudeemka Taala Pans Ellarm Like Pangdu Bonga
140	140	enada pandey news ah vittutu cinema la nadikuran	positive	இநதா பாண்டே நேவ்ஸ் அ வித்துது சினிமா லா நதிகுரண	Inada Pandey Naves A Vidhu Cinema La Nadigurana
141	141	Ena da bgm ithu yuvannnnnnnnnn rocksssssss	positive	எனா டா பம் ஈது யுவநந ராக்ஸ்	Ena Da Bum Edu Yuvanana Rocks
142	142	1st like Vijay Fanss Hit Likes	positive	1ஸ்ட் லைக் விஜய ப்பான்ஸ் ஹித லீக்ஸ்	1st Like Vijay Pans Hita Leagues
143	143	Ex police cop become a prisoner.	neutral	எக்ஸ் போலீஸ காப் பெகோம் ஆ ப்ரீஸனர்	X police cop becomes a prisoner
144	144	Trailer late ah parthu miss pannavanga.... Ippo happy ah	positive	ட்ரைலேர் லேத்த் அ பார்தும் மிஸ் பந்நாவங்கா இப்போ ஹேப்பீ அ	trailer lathe a parthum miss pannawanga ippo happy a
145	145	Nazawuddin Siddiqui in pettai  tharamana mudivu	positive	நஸாவுத்தீன் ஸித்திகி இன் பெட்டீ  தாரமநா முதீவு	Nazauddin Siddiqui in Peti Taramana Mudivu
146	146	Oru pakkam bigil. Bigil anil kunjugalin alaparaikal	negative	ஓரு பக்கம பிகில் பிகில் அநீல குந்ஜுகலீந அலபரைகல்	One side Bigil Bigil Aneela Kunjugaleena Alaparaigal
147	147	Super  yaru nu keta chinna kulandhai um solum....... Maestro of Style	positive	ஸுபர்  யாரு நு கேதா சின்ன குலந்தாஈ உம ஸோலம் மேஸ்ட்ரோ ஆப் ஸ்டைல்	Super yaru nu ketah chinna kulantai uma zolam maestro of style
148	148	Dhanush Indha padathula ethana pera vetunarunu yarachum therinja solunga....	positive	தநுஷ இந்தா பதாதுலா எதாநா பேரா வேதுநாருநு யாரசம் தெரீந்ஜா சோலும்ங்கா	Danusha Inda Badatula Ethana Pera Vedanarunu Yarasam Terinja Solumnka
149	149	Vijay sethupathi fans hit like here	positive	விஜய ஸேதுபதீ பன்ஸ் ஹித லைக் ஹேரா	Vijaya Sethupathi Bans Hita Like Hera
150	150	Aiyo enaku ipave thalaya padathula pakanumnu eruku	positive	ஐயோ இநகு இபாவ் தலயா பதாதுலா பகானும்நு எருகு	Ayo inaku ibau talaya patadula paganumnu erugu
151	151	THALAAAA  & U1 again ROCK	positive	தலா   உ1 அகின் ராக்	each u1 akin rock
152	152	Petta telugu la illea ? missing in tollywood	positive	பெட்டா தெலுங்கு லா இல்லியா  மிசிங் இன் டோலிவுட்	Peta Telugu La Illya Missing in Tollywood
153	153	Telugu  Thala fan's hit likes	positive	தெலுங்கு  தாலா பன்ஸ் ஹித லீக்ஸ்	Telugu Thala Buns Hita Leagues
154	154	Ennada 10M views ku 5th day laye ivlo mukkudhu nu solra bot anil p*** pasangala... No bots no Visay	negative	என்னாடா 10ம் வியஸ் கு 5த டே லயே இவ்லோ முக்குது நு ஸோலரா பாட் அநீல ப் பஸம்கலா நோ பாட்ஸ் நோ விஸாய	Ennada 10th Vyas Ku 5th Day Laye Ivlo Mukutu Nu Solara Pot Aneela P Basamkala No Pots No Visaya
155	155	akshay kumar as shiva kumar	positive	அக்ஷய குமார அஸ ஷீவா குமார	Akshay Kumar as Shiva Kumar
156	156	Siripu vantha oru like podunga	neutral	சிரிபு வம்தா ஓரு லைக் போதுங்கா	One like is not enough to laugh
157	157	Teaser la iruntha yedho onnu trailer la missing! Aana ithuvum nalla than irukku	negative	டெஸ்ர் லா இருந்தா யேதோ ஓநநு ட்ரைலேர் லா மிசிங் ஆநா இதுவும நல்லா தந இருக்கு	Tesr La Vada Ya Eto Onanu Trailer La Missing Ana This is also good.
158	158	🤣🤣🤣Maran waiting la panavendam poi saavunga Ajith fans	positive	மரண வைடிங் லா பநாவண்டம் பாய் ஸாவுங்கா அஜீத பன்ஸ்	Death Widing Law Panavandam Bhai Sawunga Ajitha Pans
159	159	Dhanush fans sarbaga padam vetri adiya valthukal	positive	தநுஷ பன்ஸ் ஸர்பாகா பதம் வேத்ரீ ஆதியா வல்துகல	Dhanush Pans Sarbhaga Padam Vetri Adiya Valtugala
160	160	Sweet sappuda porom  Sweet saputtu apdiye ethavthu karama (Viswasam) sappuduvom	positive	ஸ்வீட் ஸப்புடா போரோம்  ஸ்வீட் ஸபுத்தூ அப்தியே ஏதாவ்து கரமா விஸ்வஸம் ஸப்புதுவோம	Sweet sapputa porom sweet sapputtu abdiye etavdu karama visvasam sapputuvoma
161	161	Pazhaya Rajinikanth ah paatha feeling pa....	positive	பஜ்ஹாயா ராஜீநீகாம்த அ பாதா பெலிங் பா	Bajhaya rajinigamtha a patha beling pa
162	162	Maranam mass uh maranam Petta Athukku avar thaa poranthu varanum Thalaivar	neutral	மரநாம மாஸ் உஹ மரநாம பெட்டா அதுக்கு அவர தா போரம்தும் வரநும்ம தலைவர	Maranama mas uha maranama peta aduku avara tha boramtum varanumma chief
163	163	neraya neraya neraya neraya neraya what a  performance voice Vera level.	positive	நேராயா நேராயா நேராயா நேராயா நேராயா வ்ஹத் ஆ  பெர்போர்மான்ஸ் வோஈஸ் வேரா லேவேல	Neraya Neraya Neraya Neraya Neraya What A Performance Voices Vera Levela
164	164	Ithan diwali fight..semme kartik..story value va hero value r nu..	positive	ஈதந திவாலி பைட்செம்ம கார்டிக்ஸ்டோரி வேல்யூ வா ஹீரோ வேல்யூ ர் நு	Ethan Diwali Baitsemma KartikStory Value Wa Hero Value R Nu
165	165	Dhanush fans oru like potutu ponga	positive	தநுஷ பன்ஸ் ஓரு லைக் போதுது போங்கா	One like is not enough for Danush Buns
166	166	Pink !! But like for Ajith	positive	பிங்க்  புட் லைக் பார் அஜீத	Pink Put Like Bar Ajitha
167	167	Beginning of satyayuga end of kaliyuga	positive	பெகினிங் ஆப் ஸத்யாயுகா எண்ட் ஆப் கலீயுகா	Beginning of Satyayuga End of Kaliyuga
168	168	Dhanush sir ku Ella get up um set aagudhu	positive	தநுஷ சிர் கு எல்லா கெட் உப உம செட் ஆகுது	Danusha Sir Ku Ella Get Upa Uma Set
