	Unnamed: 0	uid	sentence	lang	sentiment	translation
81	81	82	: Empezar mañana mi ultimo semestre en montessori es como el peor y mejor feeling del mundo 😳😐	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA']	negative	: Start morning me last semester in montessori it is as the worse Y better feeling of world 😳😐
82	82	83	Estuve todo el día muriendome de sueño . 3AM y yo estoy active . #MiDiosEstaPasao	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES']	negative	I have been all the day dying of sleep . 3AM Y they am active . #MiDiosEstaPasao
83	83	84	": "" Aprende a tweet "" jodia puta huelebicha"	['NA', 'NA', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES']	negative	": "" learn a tweet "" today out huelebicha"
84	84	85	daaamn . Justas , practicas , presentaciones , exámenes . Shit 's real man	['EN', 'NA', 'ES', 'NA', 'ES', 'NA', 'ES', 'NA', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN']	negative	daaamn . fair , practices , presentations , exams . Shit 's real man
85	85	86	: Puesta pal nap con la patita echá	['NA', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES']	negative	: Put pal nap with the suffered hey
86	86	87	Cabrones en Dennys había un tipo un pin de Trump en la camisa y el carro lleno de stickers apoyando a Trump . What the freaking hell ?	['ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA']	negative	bastards in Dennys there was and type and pin of Trump in the shirt Y the car full of stickers supporting a Trump . What the freaking hell ?
87	87	88	": RAP GAMER !! Me ayudais con un Rt "" brocolis "" y ? xD"	['NA', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'NA', 'ES', 'NA', 'NA']	negative	": RAP GAMER !! Me ayudais with and Rt "" broccoli "" Y ? xD"
88	88	89	: no sé cómo pretendo envolverme si le picheo a to ' el mundo 🤔	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'NA']	negative	: no see What I aim wrap me up and the picheo a to ' the world 🤔
89	89	90	Hacer brownies y que se lo acaben sin que lo llegues a probar . Ok	['ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES']	negative	Do brownies Y what with it they finish sin what it you arrive a try . Ok
90	90	91	Cual es la necesidad de darle a cuanta mierda comentan en tu tweets ?? 🙄🤔	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA']	negative	Which it is the need of give him a how much shit comment in that tweets ?? 🙄🤔
91	91	92	: Cuando tienes el playlist en shuffle .	['NA', 'ES', 'ES', 'ES', 'EN', 'ES', 'EN', 'NA']	negative	: When you have the playlist in shuffle .
92	92	93	Aveces la gente se olvida que tras la pantalla y el Youtuber hay una persona , y muchos comentarios pueden ofender , hora de hacer un rap .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	negative	Sometimes the people with forget what after the screen Y the Youtuber nice a person , Y Many comments they can offend , hour of do and rap .
93	93	94	: Tú quieres saber si Myers hace to lo que canta	['NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'EN', 'ES', 'ES', 'ES']	negative	: You you want know and Myers does to it what sings
94	94	95	okay okay . Pues yo estoy freaking out . Paro de estudiar porque es tarde y estoy cansada y siento que estoy perdiendo el tiempo 😩	['EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative	okay okay . Well they am freaking out . stop of to study why it is afternoon Y am weary Y I feel what am losing the weather 😩
95	95	96	Vivimos en in Mundo tan Falso y mediocre . El Infierno es aqui mismo en la Tierra , el peor este sistema lo vivimos en este pais ! #usasucks	['ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN']	negative	we live in in World tan False Y mediocre . The Hell it is here same in the Land , the worse It is system it we live in It is country ! #usasucks
96	96	97	""" Hoy estamos de luto , Georgia Tech perdió "" ok dad"	['NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'ES', 'NA', 'EN', 'EN']	negative	""" Today we&#39;re of cooked , Georgia Tech lost "" ok dad"
97	97	98	Wendy Williams es una de las personas más basura en daytime TV .	['NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'NA']	negative	Wendy Williams it is a of the people plus garbage in daytime TV .
98	98	99	El album de zayn no esta tan bueno .. . Fo realz .. . Tiene como 3-4 canciones buenas	['ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'EN', 'NA', 'NA', 'ES', 'ES', 'NA', 'ES', 'ES']	negative	The album of zayn no is tan Okay .. . Fo realz .. . Have as 3-4 songs good
99	99	100	Chequea mi dm .	['ES', 'ES', 'EN', 'NA']	negative	check me dm .
100	100	101	Le he preguntado mínimo a 11 personas y ninguno tiene fucking guantes blancos , perf , perf	['ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA', 'EN', 'NA', 'ES']	negative	The he asked Minimum a 11 people Y none have fucking gloves whites , perf , perf
101	101	102	blah , dna , blah , mutaciones , BCRA1 , blah , RNAi , operón de lactosa , blah , regulación , cáncer .. .	['ES', 'NA', 'EN', 'NA', 'ES', 'NA', 'ES', 'NA', 'NA', 'NA', 'EN', 'NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'NA', 'ES', 'NA', 'NA']	negative	blah , dna , blah , mutations , BCRA1 , blah , RNAi , operon of lactose , blah , regulation , cancer .. .
102	102	103	": * silently whispers "" buen provecho "" to myself because i 'm surrounded by americans *"	['NA', 'NA', 'EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	negative	": * silently whispers "" good advantage "" to myself because i 'm surrounded by americans *"
103	103	104	: vivo en un constante * sigh *	['NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA']	negative	: vivo in and constant * sigh *
104	104	105	Wow que trajes mas feos se ponen estas tipas pal prom 😹	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	negative	Wow what suits but ugly with put is type pal prom 😹
105	105	106	: ¿ Para esto me cancelaron mi ring ?	['NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	negative	: ¿ For this me they canceled me ring ?
106	106	107	you had one job .. . autogoal no es uno de ellos	['EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES']	negative	you had one job .. . own goal no it is one of they
107	107	108	nena estos días han estado nasty ! Entre a las 4am vi tu llamada a las 2am .	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	negative	baby girl these days he state nasty ! In between a the 4am we that call a the 2am .
108	108	109	: Tengo que ponerme fit de que ya 💩	['NA', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA']	negative	: I&#39;ve got what put myself fit of what of 💩
109	109	110	C pone mas fea la cosa : Según Trailer Bridge , Inc ., 1 d 4 compañías navieras que trae bienes a Puerto Rico radica QUIEBRA .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'EN', 'EN', 'NA', 'NA', 'NA', 'NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'NA']	negative	C places but fea the What : According to Trailer Bridge , Inc ., 1 d 4 companies shipping companies what bring estate a Puerto Rico lies BANKRUPTCY .
110	110	111	wow Daniella , las blue ladies no se supone que cometan errores como este	['EN', 'NA', 'NA', 'ES', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	negative	wow Daniella , the blue ladies no with supposed what commit mistakes as It is
111	111	112	: No le bajo la luna pero cuando quiere le bajo los panties .. .	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA']	negative	: No the bass the officer but when wants the bass the panties .. .
112	112	113	JUSTIN PLS PARA DE COPIARTE . SEAMOS AMIGOS O ALGO YO QUÉ SÉ , PERO STAHP .	['NA', 'EN', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'EN', 'NA']	negative	JUSTIN PLS FOR OF COPY YOU . LET&#39;S BE FRIENDS O SOMETHING THEY WHAT SEE , BUT STAHP .
113	113	114	El bacon huele tan ricoooo	['ES', 'EN', 'ES', 'ES', 'ES']	negative	The bacon smells tan ricoooo
114	114	115	Naps .. . reason #1 why I have n't studied jajajaj	['EN', 'NA', 'NA', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES']	negative	Naps .. . reason #1 why I have n't studied hahaha
115	115	116	ya se .. . y me entero por un tweet de Daniela ! Niggah you is wack :/	['ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA']	negative	of with .. . Y me whole by and tweet of Daniela ! Nigga you is wack :/
116	116	117	Mezclando más de 40 minutos GOOD Morning Grupo ! Feliz Viernes #elvacilondelaGatita	['ES', 'ES', 'ES', 'NA', 'ES', 'EN', 'EN', 'ES', 'NA', 'ES', 'ES', 'ES']	neutral	mixing plus of 40 minutes GOOD Morning Group ! Happy Friday #elvacilondelaGatita
117	117	118	: JAJAJAJAJ WTF	['NA', 'ES', 'EN']	neutral	: HAHAHAHA WTF
118	118	119	: bueno this is it , make it count because this is going to be just one last time #thefinalcountdown	['NA', 'ES', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	negative	: Okay this is it , make it count because this is going to be just one last time #thefinalcountdown
119	119	120	esta super nice but I 'm still cold jajaja	['ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES']	neutral	is super nice but I 'm still cold LOL
120	120	121	Con algunas de mis alumnas en Imagen Modeling by La Gatita . #halloween	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'ES', 'ES', 'NA', 'EN']	neutral	With some of what students in Image Modeling by The cooked . #halloween
121	121	122	Tip #3 : Toda historia tiene un principio . Empieza la tuya con el app Lists for Writers : .	['EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA']	negative	Tip #3 : All history have and beginning . Begin the yours with the app Lists for Writers : .
122	122	123	🍹 Las q nunca han faltado en la nevera está #Navidad2015 🎉🎄 #sorrynotsorry	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN']	neutral	🍹 The q Never he missed in the fridge it is #Christmas2015 🎉🎄 #sorrynotsorry
123	123	124	CUAL TE GANAS DE COMER AHORA MISMO ? #DOUGHNUTS #COOKIES #ICECREAM #CHOCOLATE	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'ES']	neutral	WHICH THE DESIRE OF EAT NOW SAME ? #DOUGHNUTS #COOKIES #ICECREAM #CHOCOLATE
124	124	125	Me perderé el Pep Rally por estar estudiando . Sufro .	['ES', 'ES', 'ES', 'NA', 'EN', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA']	negative	Me i will lose the Pep Rally by be studying . I suffer .
125	125	126	¿ por que ese retweet ? Ewww .	['NA', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'NA']	neutral	¿ by what that retweet ? Ewww .
126	126	127	Y si no juegas a Far Cry Primal no entenderás nada y para ti sólo estoy diciendo palabras al azar . Ya me callo .	['ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA']	negative	Y and no you play a Far Cry Primal no you will understand anything Y for of single am saying words al azar . Of me callus .
127	127	128	: Otro compañero muerto en batalla . #FriendZone http://t.co/eqa8fcPIAM	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA']	negative	: Other co-worker dead in battle . #FriendZone http://t.co/eqa8fcPIAM
128	128	129	JAJAJAJJAJAJ #noshame	['ES', 'EN']	neutral	HAHAHAHAHAHA #noshame
129	129	130	Todavia el final de HIMYM gives me the feels 😥	['ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral	Still the final of HIMYM gives me the feels 😥
130	130	131	Gracias !! El punto mas preocupante para mi es el #2 .. . gracias US government ! http://t.co/mQh6GEm7l6	['ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'NA', 'EN', 'NA', 'NA']	negative	Thank you !! The point but worrisome for me it is the #2 .. . Thank you US government ! http://t.co/mQh6GEm7l6
131	131	132	Por este medio quiero anunciarles que volvió mi snapchat filter favorito : el del gatito . #PoltaNadie	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES']	neutral	By It is medium I want announce them what went back me snapchat filter favorite : the of little cat . #PoltaNadie
132	132	133	Palm leaves 🌴 beach vibes 🌴 crop top disponible en nuestra tienda #salhuastore #clothing #beach #allyouneedisecuador	['EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN']	neutral	Palm leaves 🌴 beach vibes 🌴 crop top available in our store #salhuastore #clothing #beach #allyouneedisecuador
133	133	134	: No me digas que me calme o que deje el show , yo estaba a punto de , pero tú viniste y me extendiste mi encojonamiento por …	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative	: No me you say what me calm O what happening the show , they I was a point of , but you did you come Y me you extended me pissed off by …
134	134	135	#selfie #goinghome #off #nomorework #happy #needtorest A descansar un poco ! #weekend #traveling http://t.co/KwPFa4mnpE	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'NA']	neutral	#selfie #goinghome #off #nomorework #happy #needtorest A rest and little bit ! #weekend #traveling http://t.co/KwPFa4mnpE
135	135	136	La fiesta de y #teamlagatita en #Toyota of #SouthFlorida . Ven para aca para el mejor … http://t.co/rLgkbMNQfZ	['ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	neutral	The fiesta of Y #teamlagatita in #Toyota of #SouthFlorida . Come for aca for the better … http://t.co/rLgkbMNQfZ
136	136	137	Look de hoy en #MQB #stilemillateam y a mi ya Hasta de stylist tambien love u http://t.co/cL0rAyUr	['EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'EN', 'EN', 'NA']	neutral	Look of today in #MQB #stylemillteam Y a me of Until of stylist also love in http://t.co/cL0rAyUr
137	137	138	Jajajajaj asi es que se dice cuando te parkeas cm que with no fucks given :)	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral	Hahahaha but it is what with dice when the parking lot cm what with no fucks given :)
138	138	139	: donald trump 's sons kill ( endangered ) animals for fun . 🐸☕️ can y 'all make this go viral or	['NA', 'NA', 'NA', 'EN', 'EN', 'EN', 'NA', 'EN', 'NA', 'EN', 'EN', 'EN', 'NA', 'NA', 'EN', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	negative	: donald trump 's sons kill ( endangered ) animals for fun . 🐸☕️ can Y 'all make this go viral or
139	139	140	Big fashion NO ! Aunque Estes viajando esto no es aceptable ! 👎 No vio nuestro segmt en http://t.co/jd02zRmu	['EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative	Big fashion NO ! Though These traveling this no it is acceptable ! 👎 No he saw our segments in http://t.co/jd02zRmu
140	140	141	Stalking a porque , ¿ por qué no ?	['EN', 'EN', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA']	neutral	Stalking a why , ¿ by what no ?
141	141	142	Voy bby .	['ES', 'EN', 'NA']	neutral	I go bby .
142	142	143	Canción de YOUTUBERS LIFE terminada con !! ! Prontitoooo nuevo temazo !! !! fiyahh !! 🔥🔥😁	['ES', 'ES', 'NA', 'EN', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'NA', 'NA']	positive	Song of YOUTUBERS LIFE finished with !! ! Prontitoooo new great song !! !! fiyahh !! 🔥🔥😁
143	143	144	y la pared para el malll mega full , tirate el page de ya llego .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA']	neutral	Y the pared for the malll mega full , pull the page of of arrived .
144	144	145	puedo seguir poniendo pics en insta o soy muy annoying ?	['ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	neutral	Can I follow putting up pics in insta O soy very annoying ?
145	145	146	: La noche está para una movie y una copa de vino .. ..	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	neutral	: The night it is for a movie Y a Cup of wine .. ..
146	146	147	: No sé porque es , pero siempre estoy para conversaciones deep .	['NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	negative	: No see why it is , but forever am for conversations deep .
147	147	148	i guesss pero me da dermatitis . So aunque beba mucha sprite no me da . Y no puedo bregaL con el agua namás 😔 #Ser éGorda	['EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES']	negative	i guesss but me and dermatitis . So though baby a lot sprite no me and . Y no Can I bregaL with the Water namas 😔 #To be and fat
148	148	149	"yo no te he dado permiso para un "" date "" pff"	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'ES']	neutral	"they no the he given permission for and "" date "" pff"
149	149	150	: No hay cosa más graciosa que los flashbacks el día después del jangueo .	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral	: No nice What plus graceful what the flashbacks the day after of jangueo .
150	150	151	: Fifty shades of mi apa	['NA', 'EN', 'EN', 'EN', 'ES', 'EN']	neutral	: Fifty shades of me what
151	151	152	: Curiosa forma de hacer ping pong	['NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES']	neutral	: curious form of do ping pong
152	152	153	No me preocupa spam tw a esta hr cause casi nunca hay gente sou #yolo	['ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	neutral	No me worries spam tw a is hr cause almost Never nice people on #yolo
153	153	154	No saben lo mucho que me duele cuando los de Baskin me dicen que no tienen mantecado de Rainbow	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN']	positive	No per it much what me hurts when the of Baskin me they say what no have shortbread of Rainbow
154	154	155	No había wifi y por eso no he podido subir vlog . MAÑANA HABRÁ . I PROMISE .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'NA']	neutral	No there was wifi Y by it&#39;s no he I have ride up vlog . MORNING THERE WILL BE . I PROMISE .
155	155	156	": "" mi último follower 🌚 "" #TwitterPal2013"	['NA', 'NA', 'ES', 'ES', 'EN', 'NA', 'NA', 'NA']	neutral	": "" me last follower 🌚 "" #TwitterPal2013"
156	156	157	": "" Never trashy "" excepto cuando sale Jowell y Randy , ahi hay break y excusa"	['NA', 'NA', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'NA', 'ES', 'ES', 'EN', 'ES', 'ES']	negative	": "" Never trashy "" except when sale Joel Y Randy , oh nice break Y excuse"
157	157	158	Un adelantito de lo que tengo para #premiostumundo #wardrobe #vestuario ya estamos listos #styling … http://t.co/mMHKDhgxLc	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA']	negative	And advance of it what I&#39;ve got for #premiostumundo #wardrobe #locker room of we&#39;re ready #styling … http://t.co/mMHKDhgxLc
158	158	159	Wish . Smile . Enjoy Desea . Sonrie . Disfruta #Urbanvibes mood #newcollection #hechoenecuador #dress	['EN', 'NA', 'EN', 'NA', 'EN', 'ES', 'NA', 'ES', 'NA', 'ES', 'EN', 'EN', 'EN', 'ES', 'EN']	neutral	Wish . Smile . Enjoy want . Smile . Enjoy #Urbanvibes mood #newcollection #hechoenecuador #dress
159	159	160	"Nunca pensé que "" bruh "" me frustraría tanto"	['ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'ES', 'ES', 'ES']	neutral	"Never think what "" bruh "" me would frustrate so much"
160	160	161	Llore tanto wow ! Me dolio	['ES', 'ES', 'EN', 'NA', 'ES', 'ES']	negative	I cried so much wow ! Me barrel
161	161	162	: ¡ Orgullo Boricua ! MT : Wow !! What a match !! #PuertoRico just beat #Spain 3-2 for their 2nd pool G win htt …	['NA', 'NA', 'ES', 'ES', 'NA', 'ES', 'NA', 'EN', 'NA', 'EN', 'EN', 'EN', 'NA', 'NA', 'EN', 'EN', 'NA', 'NA', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'NA', 'NA']	positive	: ¡ Pride Puerto Rican ! MT : Wow !! What a match !! #Puerto Rico just beat #Spain 3-2 for their 2nd pool G win htt …
