	Unnamed: 0	sentence	sentiment	translation
213	213	Onnum parayanilla pratheshakalkkapuram nammakku asvathikkan pattiya trailer  ethra pravisham kandittum mathiyaunnilla	positive	Onnum parayanilla pratheshakalkapuram nammakku asvathikkan pattiya trailer ethra pravisham kandittum mathiyaunnilla
214	214	Kidu trailer.  iniyulla Kali ikkayude pilleru nokkikolam triple strongode	positive	Kidu trailer. iniyulla Kali ikkayude pilleru nokkikolam triple strongode
215	215	Enik. Albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. Kanum. Legend.	positive	Enik. Albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. Kanum. Legend.
216	216	Lucifer trailer erangiya day million views vannapo sudappi makkal endho paranjarunnallo.ikkede trailer onnu vannottu ennu alle?ennittu bhayangara views ahnallo🤣🤣🤣	negative	Lucifer trailer erangiya day million views vannapo sudappi makkal endho paranjarunnallo.ikkede trailer onnu vannottu ennu alle?ennittu bhayangara views ahnallo🤣🤣🤣
217	217	Padam pottum... Charithram akanamenkil marakkar varanam	negative	Padam pottum... Charithram akanamenkil marakkar varanam
218	218	Prithviraj. Nighal oru marana mass sambavam	positive	Prithviraj. Nighal oru marana mass sambavam
219	219	Da mwone madhurajaedatreum varilla ketto .nte vaka ellarkum chukavandanam	negative	Da mwone madhurajaedatreum varilla ketto .nte vaka ellarkum chukavandanam
220	220	Katta waiting madura raja mammokka kidu mass	positive	Katta waiting madhura raja mammootty kidu mass
221	221	Ikkakk..valla  mass padavum cheythude....ithorumaathiri senti...cop	negative	Ikkakk..valla mass padavum cheythude....ithorumaathiri senti...cop
222	222	pora	negative	pora
223	223	Koora Trailer jattimaanii padam pottum 100percent lalappaaaaa	negative	Koora Trailer jattimaanii padam pottum 100percent lalappaaaaa
224	224	Ente ponnnuuuuuuu Lalettaaa... baaki oke kili vannit parayam	positive	Ente ponnnuuuuuuu Lalettaaa... baaki oke kili vannit parayam
225	225	Prithiraje than ee pani nirthiko enthon kopile padamado	negative	Prithiraje than ee pani nirthiko enthon kopile padamado
226	226	Chandhuvineyum pazhashiyekalum mukalil nilkan pokunna oru muthal.. chandrothe ee vellyamamma..	positive	Chandhuvineyum pazhashiyekalum mukalil nilkan pokunna oru muthal.. chandrothe ee vellyamamma..
227	227	Maduraraja ikka okke trailer poora Pulimuraganil ninne kure cut eduthittiunde  Villan dadygirija same   Athe irutham	neutral	Maduraraja ikka okke trailer poora Pulimuraganil ninne kure cut eduthittiunde Villan dadygirija same Athe irutham
228	228	Cinema vizag kandu... Polichu ... Super duper hit	positive	Cinema vizag kandu... Polichu... Super duper hit
229	229	Onnpodaaa challenge inne undo 1 hour 50 k likes annn  madhara rajj kalikann venda	negative	Onnpodaaa challenge inne undo 1 hour 50 k likes annn madhala rajj kalikann venda
230	230	Poster kanditt feel good anenn karuthi kanathe vitu	positive	Poster kanditt feel good anenn karuthi kanathe vitu
231	231	Mammootty fans polum like adichu pokum adaru trailer	positive	Mammootty fans poll like adichu pokum adaru trailer
232	232	Havy havy super super kidu kidu 🤘🤘	positive	Havy havy super super kidu kidu 🤘🤘
233	233	Trailer oru rashilla kili poyi laletta poli anitta	positive	Trailer oru rashilla kili poyi laletta poli anitta
234	234	Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian cinemayude mugamudhra	positive	Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian Cinemayude Mugamudhra
235	235	Raja returnssss makkale....ithu marana mass padamaayirikkum	positive	Raja returnsssss makkale....ithu marana mass padamaayirikkum
236	236	Oru poli polikum 21n ......pooram kanan chry abhinaya ......ang por	positive	Oru poli polikum 21n ......pooram kanan chry abhinaya ......ang por
237	237	endhake paranjalu nammal malayalikalude chungukal lalettanu màmmukkayum thanneyanu laletta kkimamukka kki	positive	endhake paranjalu nammal malayalikalude chungukal lalettanu màmmukkayum thanneyanu laletta kkimamukka kki
238	238	Lalettante ittimanikk...njanga ikkayude piller vaka best of luck	positive	Dilettante ittimani...njanga ikkayude pillar vaka best of luck
239	239	Heavy trailer	positive	Heavy trailer
240	240	Ente laletta onnum parayanilla ningal mass anu..  ningale pole ningale ullu	positive	Ente laletta onnum parayanilla ningal mass anu.. ningale pole ningale ullu
241	241	Police ne kuttam parayuna	negative	Police ne kuttam parayuna
242	242	kidu  katta waiting    mamamookkaaaa	positive	kidu katta waiting mamamookkaaaa
243	243	Enter ettaaaaaaaa ohh onnum parayaan ellaaaaa	positive	Enter ettaaaaaaaa ohh onnum parayaan ellaaaaa
244	244	trailer powli aayi.cinemayum angane thanne aavum enn pratheekshikkunnu	positive	trailer powli aayi.cinemayum angane thanne aavum enn pratheekshikkunnu
245	245	Enna bodyaa mamooty iniyum oru 10 ankathinulla balyam undu.	positive	Enna bodyaa mamooty iniyum oru 10 ankathinulla balyam undu.
246	246	Njan mathram aano sunny chechiyee kaanan vannath  Sunny chechi uyir	positive	Njan mathram aano sunny chechiyee kaanan vannath Sunny chechi uyir
247	247	Super trailer avasanathe idi super  But BGM pulimurugan copy	neutral	Super trailer avasanathe idi super But BGM pulimurugan copy
248	248	Ikkaa...  nigalu mass aanu...  pinnem pinnem irunna kanan thonnuvaa....	positive	Ikkaa... nigalu mass aanu... pinnem pinnem irunna kanan thonnuvaa....
249	249	Neerali	positive	Neerali
250	250	Mammookka Nte Look Vere Level	positive	Mammootty New Look Vere Level
251	251	Etha sherikum Puli Murugan polla udaa	neutral	Etha sherikum Puli Murugan polla udaa
252	252	Dis like idunna mammuny fansukrude pratheka sradhkku.raajaye kaathu padakkathinte mahaniya shekram staginte baakil inddu sookshicha dukkkiknda	negative	Dis like idunna mammuny fansukrude pratheka sradhkku.raajaye kaathu padakkathinte mahaniya shekram staginte baakil inddu sookshicha dukkkiknda
253	253	Muslingalk idayilum Xristhanikalk idayilum Hindukalk idayilum  Ivanu ore oru pereyyllu.....raja	positive	Muslingalk idayilum Xristhanikalk idayilum Hindukalk idayilum Ivanu ore oru pereyyllu.....raja
254	254	ikka dlg delivery oru rakshayumilla ... love uuuhhhhh ikkaaaaa	positive	ikka dlg delivery oru rakshayumilla ... love uuuhhhhh ikkaaaaa
255	255	Nice...ikka mass   . All th bst #lalettan fan	positive	Nice...ikka mass . All the best #lalettan fan
256	256	Dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum    തള്ള് മൂപ്പൻ	negative	Dislike hit kuru pottikkunnavarkk kurupottalaathi kodukkapedum thal elder
257	257	I am കട്ട  waiting for ഒടിയൻ	positive	I am Katta waiting for Odiaan
258	258	Vishukk entha special enn aarelum chodichaal ad madhuraraaja aanenn paranjeer	positive	Vishukk entha special enn aarelum chodichaal ad madhuraraaja aanenn paranjeer
259	259	Etu lucifere polichu adukum...... Raja return daa.....	positive	Etu lucifere polichu adukum...... Raja return daa.....
260	260	Ikka muthanu ...prayam koodunthorum kooduthal monjan......	positive	Ikka muthanu ...prayam koodonthorum koodhuthal monjan......
261	261	Oru 100cr koody njnga Ing aduthu #EIDMUBARAK	positive	Oru 100cr koody njnga Ing aduthu #EIDMUBARAK
262	262	Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane	negative	Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane
263	263	100 o 200 crore club il keeriyillelum padam super aayal mathi naangalkk Love you Ikka  Love you Laletta	positive	100 o 200 crore club il keeriyillelum padam super aayal mathi naangalkk Love you Ikka Love you Laletta
264	264	Malayalathinte swandham lalettanu  all kerala dulquar salman fansinte vijayasamshagal	positive	Malayalathinte swandham lalettanu all kerala dulquar salman fansinte vijayasamshagal
265	265	Endo aa dilouge delivery endo pole..	neutral	Endo aa dialogue delivery endo pole..
266	266	Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .	positive	Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .
267	267	Ini aaanu kali trailer kalakki above expectations	positive	Ini aaanu kali trailer kalakki above expectations
268	268	Marana maasss feeel trailer. Padathinum ad kittiyal polikum	positive	Marana mass feel trailer. Kudathinum adi kittiyal polikum
269	269	Trailer erengunenu mumb 5.2k dislike adichavanmark ente naduviral namaskaram	negative	Trailer erengunenu mumb 5.2k dislike adichavanmark ente naduviral namaskaram
270	270	Pulimurugan pole thane und set ....onnu Matti pidikarnnu....	neutral	Pulimurugan pole thane und set ....onnu Matti pidikarnnu....
271	271	Poojapura mohanan fans moonchi. ഇക്ക പൊളി	negative	Poojapura mohanan fans moonchi. Come on
272	272	OVER HYPE KODUTH EE OOLA PADATINU VENDI TALLIYA ELLA OOMBANMARAYA LALAPPAN FANSINTE KARANAKUTTIK NOKI ONN POTTIKAN TONUNNAVAR LIKE EDUKA	negative	OVER HYPE KODUTH EE OOLA PADATINU VENDI TALLIYA ELLA OOMBANMARAYA LALAPPAN FANSINTE KARANAKUTTIK NOKI ONN POTTIKAN TONUNNAVAR LIKE EDUKA
273	273	Enna njan oru kaaryam parayatte..ee padam pottum....odiyan avashtha aavum..mark my words	negative	Enna njan oru kaaryam parayatte..ee padam pottum....odiyan avashtha aavum..mark my words
274	274	Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu	positive	Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu
275	275	Njan poye kanan mammookkaye al wahdha MALL njan kandu	positive	Njan poye kanan mammootty al wahda MALL njan kandu
276	276	Ee like button oru thavanaye adikkaan pattu allee	positive	Ee like button oru thavanaye adikkaan pattu allee
277	277	2.7k unlike adicha pengalepanni makkalkku ente naduviral namaskaram	negative	2.7k unlike adicha pengalepanni makkalkku ente naduviral namaskaram
278	278	Trailer oru spark aakunnilla.... But still waiting .....	neutral	Trailer oru spark aakunnilla.... But still waiting .....
279	279	Ethinokke dislike adikkunnavar aan malayala cinimayuday shapam 🤦‍	negative	Ethinokke dislike adikkunnavar aan malayala cinimayuday shapam 🤦‍
280	280	vijaricha Pola allallo kidu analla	positive	vijaricha Pola allallo kidu analla
281	281	Mass....  kola masssss Tovino polichadukiiiii Tovino uyirr annuu.....	positive	Mass.... kola masses Tovino polichadukiiiii Tovino uyire annuu.....
282	282	Annyaayam... *ROMANJAM*    ikkaaaaaaaa.........	positive	Annyaayam... *ROMANJAM* ikkaaaaaaaaa.........
283	283	Sunny chechinte song kelkkan waiting	positive	Sunny chechinte song kelkkan waiting
284	284	John Abraham Palakkal ....Marana Mass Mammookka	positive	John Abraham Palakkal ....Marana Mass Mammookka
285	285	Adichu makkale... 10M.. Epozhm trailer kanunnavar undo??	positive	Adichu makkale... 10M.. Epozhm trailer kanunnavar undo??
286	286	within 3hrs- 212k views	negative	within 3hrs- 212k views
287	287	Oru aradhakan avanayi oru katha menanju.... Aradhakan stronganekill avan double strong anu..... #prithvi#lalettan	positive	Oru aradhakan avanayi oru katha menanju.... Aradhakan stronganekill avan double strong anu..... #prithvi#lalettan
288	288	All best mammokka  Team mamangam  Mammokka fans like 🤘	positive	All best Mammootty Team mamangam Mammootty fans like 🤘
289	289	Wowww.. Amazing.. Katta waiting.. Ikka and unni.. Super..	positive	Wowwww.. Amazing.. Katta waiting.. Ikka and unni.. Super..
290	290	Atom bomb	negative	Atom bomb
291	291	Mammokka ponnikka happy birthday  love you	positive	Mammokka ponnikka happy birthday love you
292	292	Lalettan annum innum ennum mollywood raja	positive	Lalettan annum innum ennum mollywood raja
293	293	ingeru karanam abhimanikkam oroo malayalikkum	positive	ingeru karanam abhimanikkam oroo malayalikkum
294	294	Ithu Tamil movie ah illa Malayalam movie ah? Mostly Tamil dialogue in Malayalam slang :P	neutral	Ithu Tamil movie ah illa Malayalam movie ah? Mostly Tamil dialogue in Malayalam slang :P
295	295	Oru rekshayum illa makkale poliiiii action scenes	positive	Oru rekshayum illa makkale poliiii action scenes
296	296	Ith  arabikkadalinte simhamalla Hippo Pottamaas.Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu.Cashing vendi charithrathe Valachodikkunnu.	negative	Ith arabikkadalinte simhamalla Hippo Pottamaas.Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu.Cashing vendi charithrathe Valachodikkunnu.
297	297	Trailer kanditt padam hit aanenn thonnunnu	positive	Trailer kanditt padam hit aanenn thonnunnu
298	298	Nta daivamme ....Ponnu laletta  ningal muthannu	positive	Nta daivamme ....Ponnu laletta ningal muthannu
299	299	Vere level love you laletta... 🤩	positive	Vere level love you laletta... 🤩
300	300	Mollywood stylish aavanmenkil namude ikka tanne varanam      mega star	positive	Mollywood stylish aavanmenkil namude ikka tanne varanam mega star
301	301	simha thailvaaaaaaaa ie pravasham double strongalla  triple strong  raja solunathdanda seyuve  seyunate mathram soluve mammmoookkaa polikkum	positive	simha thailvaaaaaaaa ie pravasham double strongalla triple strong raja solunathdanda seyuve seyunate mathram soluve mammookka polikkum
302	302	Kashtapettu Unlike cheyyunnavar aaruda fans ennathinu samsayamilla  iniyatra unlike adichalum avarkariyam Padam records bedikumennu	negative	Kashtapettu Unlike cheyyunnavar aaruda fans ennathinu samsayamilla iniyatra unlike adichalum avarkariyam Padam records bedikumennu
303	303	Saleem Kumarinu old look (Pokkiri Rajayile look) aayirunnu kooduthal chercha	neutral	Saleem Kumarinu old look (Pokkiri Rajayile look) aayirunnu koodhuthal chercha
304	304	Manju..ival ithilum ondooo naasham..apo ee padavum njjn kaanunnilaa	negative	Manju..ival ithilum ondooo naasham..apo ee padavum njjn kaanunnilaa
305	305	Ith orumathiri thelungu padam pole undallo	neutral	Ith orumathiri thelungu padam pole undallo
306	306	Ndh kadippada 13k dislike adichavark.. Nallath kanda nallathenne parayanm.... Atra chorinnindanki valla mullu murikinm ker myrole	positive	Ndh kadippada 13k dislike adichavark.. Nallath kanda nallathenne parayanm.... Atra chorinnindanki valla mullu murikinm ker myrole
307	307	dislike adicha 9.5 k dislikeolikalkkulla adi kodukkanulla nool	negative	dislike adicha 9.5 k dislikeolikalkkulla adi kodukkanulla nool
308	308	Kurch colour koodi poyo ennoru samshayam....	neutral	Kurch color koodi poyo ennoru samshayam....
309	309	Charithra cinema cheyyan annum innum mammukkaye vellan oruthanum illa. Kidiloski trailer.	positive	Charithra cinema cheyyan annum innum mammukkaye vellan oruthanum illa. Kidiloski trailer.
310	310	ithu pwolikkum... sudaani from nigeria movie eavdokyo manasil oodi vannu...!!!	positive	ithu polikkum... sudani from nigeria movie evdokya manasil oodi vannu...!!!
311	311	Good luck ikka from lalattan fan	neutral	Good luck ikka from lalattan fan
312	312	Trailer yethra pravashyam kandenn yenikkane ariyilla	positive	Trailer yethra pravashyam kandenn yenikkane ariyilla
313	313	Enna lookanu ikka...... U r the best	positive	Enna lookanu ikka...... U r the best
314	314	Ikka ki jai powli trailer onum parayan ella super masss	positive	Ikka ki jai powli trailer onnum parayan ella super mass
315	315	Oru raksha yil Laleetan polichuuu rajuettan nega vare level annuuuu	positive	Oru raksha yil Laleetan polichuuu rajuettan nega vare level annuuuu
316	316	Happy New Year LalettaCinema kanduketto..Love u	positive	Happy New Year LalettaCinema kanduketto..Love u
317	317	SaMbaVaM KiduKki FiGht Parappich Parappich ThElUng kadakkuo🤔	neutral	SaMbaVaM KiduKki FiGht Parappich Parappich ThElUng kadakkuo🤔
318	318	box office nte kaaryathil oru theerumaanamaaay	positive	box office nte kaaryathil oru theerumaanamaaay
319	319	Tovino machanzz oru rakshayumilla waiting for  kalkki	positive	Tovino machan oru rakshayum illa waiting for kalki
320	320	Mamangam oru mamangamaayi thanne kondadum... great	positive	Mamangam oru mamangam aayi thanne kondadum... great
321	321	aaahaaaa negative comment aayi kure pannikal vannallllloooo	negative	Aaaaaaaa negative comment aayi kure pannikal vannallllloooo
322	322	Ithu polikkum surajin kodukk oru like.	positive	Ithu polikkum surajin kodukk oru like.
323	323	Vedikettu...ee vecation Lucifer kondupoyi makkale....Lalettan & Rajuettan ....	positive	Vedikettu...ee vacation Lucifer kondupoyi makkale....Lalettan & Rajuettan ....
324	324	Chila undertaker toon aduku manakunondu  sradhichu kakanaam	neutral	Chila undertaker toon aduku manakunondu sradhichu kakanaam
325	325	Aha ithu pulimurugan trailer pole undallo ?  Aghane thonnivar adi like !	neutral	Aha ithu pulimurugan trailer pole undallo ? Aghane thonnivar adi like !
326	326	Trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole	negative	Trailer nte pokku kandattu valya pratheeksha illa.. nammade george ettans pole
327	327	Onnum parayanilla.. ikka ee role polichadakkum enn sure	positive	Onnum parayanilla.. ikka ee role polichadakkum enn sure
328	328	Malayala cinemayude range enthanen ariyan erikkunathe ullu MAMANGAM	positive	Malayalam cinema yude range enthanen ariyan erikkuthe ullu MAMANGAM
