	Unnamed: 0	Unnamed: 0.1	sentence	sentiment	transliteration	translation
113	113	113	Ee Padam Kolamavukayaanengil it will be because of Peter hein	negative	ഈം പദമ കോലാമാവുകയാനേഗില ഇത് വില ബേ ബെകൌസ് ഓഫ് പേറ്റര് ഹൈം	Ahem Padma Don&#39;t be a fool This one the price Bay Becaus Off Peter Haim
114	114	114	Movide peru kandu dislike adikaan vannatha	positive	മോവൈഡ് പേരു കാണ്ഡു ഡിസ്ലീകേ ആദികാന വന്നാഥ	Movide the name Kandu Dislike Adhikana Vannatha
115	115	115	Avalude name veykkunille avar lead cheyyunna film alle..	negative	അവലുഡേ നാമം വേക്കുംനില്ല അവര ലെഡ് ചേയ്യുംന്നാ ഫിലമ അല്	Avaluday name Not even a week They are Lead Cheyumnna Filma Al
116	116	116	Kidu bgm for ikka kidu movie super	positive	കിഡു ബ്ഗ്മ ഫര ഇക്കാ കിഡു മോവീഏ സൂപ്പര്	Kidu Bgma Fara Ika Kidu The movie Super
117	117	117	MAMMOOKKAAA....  NIGHAL MUTHAANU....Nighal kola maassalla...  kolaveri maasaanu.....	positive	മമൂക്കാ  നിഘല മുഥാനുംനിഘാല കോലാ മാസ്സല്ലാ  കോലാവരീ മാസാനു	Momoka Nighala Muthanumnighala Koala Not mass Kolavari to the month
118	118	118	Deleep atta padam orappu maga hit	positive	ദേലീപ അട്ടാ പദമ ഓരപ്പു മാഗ ഹിത	Delipa Ah Padma memory Maga Hita
119	119	119	ee padam 8 nilayil podannamennju prarthikunnju	negative	ഈം പദമ 8 നീലാഇല പോദന്നാമേന്ന്ജൂ പ്രാര്തീകുന്ന്ജൂ	Ahem Padma 8 blue leaf Eat well Pray
120	120	120	Ikka i lv uuuuu big screen kandolan waitinggggg	positive	ഇക്കാ ഇ ല്വ ഊ ബിഗ സ്ക്രീന് കംഡോലന വൈറ്റിങ്ഗ	Ika E Lv Oh Biga screen condolence Whitinga
121	121	121	trailer valare cheruthayipoyi mammoottyude mukham enkilum onnu kanikkamayirunnu	neutral	ട്രേല്ര് വാലാര ചേരുതായീപോയി മമൂട്ട്യുഡേ മുഖമ എന്കീലുമ ഓനനു കനിക്കാമഈരുനനു	The trailer Valara Joined Mammothday face Enkieluma Onanu To Kanikamairuna
122	122	122	Ayye poraaa.... lalettan nu role ille??	negative	അയ്യേ പോരാ ലാലെത്തന നൂ റോള് ഇല്ല	Aye not enough Lalethana Nu Roll no
123	123	123	Vineethangil adu supero super chodikanundo allea vineetheaaa	positive	വിനീഥാനഗീല അദു സൂപ്പരോ സൂപ്പര് ചോദികനുംന്ദോ അലേം വിനീതീആ	Vineethanagila Adu super Super Do you ask? Alem Vineethee
124	124	124	Fdfs vare wait cheyyan pattilla Ijjathi ittam Mamookka	positive	ഫ്ദ്ഫ്സ വരേ വാട ചേയ്യാന പത്തില്ലാ ഇജ്ജാഥീ ഇത്തമ മമൂക്കാ	Fdfsa until rent Cheyanna Not ten Ijjathi This is it Momoka
125	125	125	Owf Poli......angane oru paad naal kazhinj oru Nalla cinima kanaan povnu	positive	ഓവ പോലിയാംഗനേ ഓരു പാദ നാല കാഝ്ഹീംജ ഓരു നല്ലാ സിനിമാം കനാന പോവനും	Wow Polyangane one Pada Four Kajheemja one good the movie Canaan Powan too
126	126	126	Enta ponno ikka kalakum van trailer	positive	എന്താ പോനനോ ഇക്കാ കലകുമ വന ട്രേല്ര്	what Don&#39;t go Ika Kalakuma Forestry The trailer
127	127	127	Entammo ikka powli powli ...heavy item	positive	എന്റാമ്മോ ഇക്കാ പോവലീ പോവലീ ഹേവ്യ ഇതേമ	Am I Ika Powlee Powlee Hevya The same
128	128	128	Ee trailer vachaaanooo luciferinodu muttaan varunnath	negative	ഈം ട്രേല്ര് വചആനൂ ലുസിഫേരിനോദു മുത്താന വരുണനാഥ	Ahem The trailer Word Luciferinodu Muthana Varunatha
129	129	129	Ini aarkkum onnum parayaanillallooo Remember the Name: Laleettan	positive	ഇനീ ആര്ക്കുംമ ഓനനുംമ പരയാനിലആല്ലൂ രേമേംബര് ദ നാമം ലാലീത്തന	You anyone Onanumma Not parayanila Remember The name Lalithana
130	130	130	Inn ni8 full repeat adich kanan ponavar ivide like adicholu	positive	ഇന്ന നീ8 ഫുഅല റേപേട ആദിച കാനന പോനാവര ഇവിഡ് ലീകേ ആദിചോലും	today you8 Fuala Don&#39;t worry Adicha Canon Ponavara Evid Leakey Adi Chol too
131	131	131	Adipoliii movie..Suraj nta acting super ayiittodee....anike othiri ishtapatuuu..super movie	positive	ആദിപോലീ മോവീഏസുരാജ് ന്താ ആക്ടിംഗ് സൂപ്പര് അയീത്തോദീനികേ ഓഥീരീ ഇഷ്തപതൂസൂപ്പര് മോവീഏ	Adipoli Movieesuraj what Acting Super Ayethodinike You are the author Ishtapatoosuper The movie
132	132	132	Mudi valarthi lalettan pazhya rajashilpi look thannee 0.51 il... super	positive	മുദി വാലാരഥീ ലാലെത്തന പഝ്ഹ്യാ രാജശീല്പീ ലൂക ഠാന്നീ 051 ഇല സൂപ്പര്	Mudi Valarathi Lalethana Pajhhya Rajashilpee Luke Uncle 051 leaf Super
133	133	133	Moood poyi mood poyi aa sabune kandappol mood poyi	negative	മൂഡ് പോയി മൂഡ് പോയി ആ സബൂനേ കന്ദാപ്പോല് മൂഡ് പോയി	Mood gone Mood gone That soap As in Kanda Mood gone
134	134	134	Dislike adicha pullanmarude mugathulla adiyavatte oro likum	negative	ഡിസ്ലീകേ ആദിചാ പുലഎന്മാംരുഡ മുഗഥുല്ലാ ആദിയവത്ത് ഓരോ ലികുമ	Dislike Adicha Pulanmamruda Mugathullah Adiavat each Likuma
135	135	135	@02:19 Ee scene theatril polikkum .... Lalettta :):>3	positive	0219 ഈം സീന തിയേത്രില പോലിക്കുംമ  ലാലെട്ടാ 3	0219 Ahem Seena Theatrical Pollykumma Laletta 3
136	136	136	njaghalu katta waiting aanu...nov 21 aavunnillallo ennoru pbm	positive	ന്ജാഗാലു കട്ടാ വൈറ്റിങ് ആനുനോവ 21 ആവുന്നീലആല്ലോ എന്നോരു പ്ബ്മ	Njagalu Kata Whiting Anunova 21 It&#39;s like that Someone PBM
137	137	137	Vivek oberoi best villan powli 🤩🤩🤩	positive	വിവേക ഒബറോയ് ബെസ്റ്റ് വില്ലന പോവലീ 	Viveka Oberoi Best Villain Powlee
138	138	138	Kalathu ezhunnettu ee trailer kanumbol oru unmesham kittunnudu	positive	കലാതും ഈഝ്ഹുന്നേത്തു ഈം ട്രേല്ര് കനുംബോല് ഓരു ഉന്മേശമ കിത്തുന്നുദു	Art too Eajhunnetu Ahem The trailer Kanumbol one Exhilaration Kithundu
139	139	139	Trailer oru rakshayum illa 3 vattam kandu  Not the point aarudeyum fan alla	positive	ട്രേല്ര് ഓരു രക്ഷയുംമ ഇല്ലാ 3 വത്തമ കാണ്ഡു  നട ദ പോയിന്റ് ആരുദേയമ ഫന അല്ലാ	The trailer one Salvation no 3 the best Kandu Walk The Point Arudeyama Fana no
140	140	140	Ambooo Roman ezunettu  EPIC loading	positive	അംബൂ റോമന് ഈഝുനെത്തു  എപിക് ലോഡിങ്ങ്	Amboo Roman Ejhunethu Epic Loading
141	141	141	Powlii powlii...last dialogue comedy anenkilu kidlm tyming	positive	പോവ്ലീ പോവ്ലീലാസ്റ്റ് ദീഅലോഗു കോമേഡി അനേന്കീലു കിദ്ലമ റ്റിമിംഗ്	Powlee Povlilast The dialogue Comedy Anenkilu Kidlama Timing
142	142	142	Oru rakshayum illa ikka ingal yendhon manusyanaaa itihasam	positive	ഓരു രക്ഷയുംമ ഇല്ലാ ഇക്കാ ഇന്ഗല യേന്ധോന മാംനുംസ്യാനാ ഇതിഹാസമ	one Salvation no Ika Engala Yendhona Mamnumsyana legend
143	143	143	Trailernu katta wait cheythirikkunna ethra aalundu ivide	positive	ട്രേല്റണു കട്ടാ വാട ചേയഥീരീക്കുംന്നാ ഏത്രാ ആലുംദു ഇവിഡ്	Trailer Kata rent Cheyathirikumna Which one? Alumdu Evid
144	144	144	oru rakshayum illlla. orappicho muruga ninte mukalilekkk oru asuravithinte idivettu entry kathninnooo 100 crore club  adichaaaaaach	positive	ഓരു രക്ഷയുംമ ഇല്ലാ ഓരപ്പിചോ മുരുഗാ നീന്റ മുകാലീലേക്ക ഓരു അസുരവിതീന്റ ഇദിവേത്തു ആന്ട്രി കത്നീന്നൂ 100 ക്രോര് ക്ലബ്  ആദിചാച	one Salvation no Do you remember Muruga your Three months one Asuravithinta Idivethu Entry Cut it out 100 Crore Club Adichacha
145	145	145	Police ill minimum  hight elle  Aju oke police	negative	പോലീസ് ഇല്ല മിനിമുമ  ഹിറ്റ് ഇല്ല  അജു ഓകേ പോലീസ്	Police no The minimum Hit no Aju okay Police
146	146	146	Orika kanda veendum veendum kanan thonnum..	positive	ഓരികാ കംദ വേംദുമ വേംദുമ കാനന തോനനുംമ	Remember Kamda Venduma Venduma Canon Tonanumma
147	147	147	Dislike cheydha thendigalk releasin kaanich therum nangal endhan mamangam enn	negative	ഡിസ്ലീകേ ചേയ്ധാ തേണ്ഡിഗാല്ക റേലീസീന കാനീച തേരുമ നംഗല ഏന്ധന മമംഗമ ഏന	Dislike Cheidha Tendigalka Raleigh Canecha Teruma Nangala oil Mamanga Ena
148	148	148	EyyaLu Nthu Manushana Oru Rakshayum Ella Kidu	positive	ഏയ്യാലു നതും മനുശാനാ ഓരു രക്ഷയുംമ ഏല്ലാ കിഡു	Come on Nose too man one Salvation Ella Kidu
149	149	149	ikkante mugham illathe thanne super mugham koode kanichenkil enthavum avastha	positive	ഇക്കാന്ത് മുഗമ ഇല്ലാത ഠാന്നേ സൂപ്പര് മുഗമ കൂഡേ കനീചേന്കീല ഏന്താവുംമ അവസ്ഥാ	Ikanth Mugama gone Thane Super Mugama Also Kaneechenkila What&#39;s up condition
150	150	150	Rajuvetta ningal mass annu.  Ammoo enna oru feel.  Laletta	positive	രാജുവേത്താ നീന്ഗല മാസ അന്നു  അമ്മൂ ഏനനാ ഓരു ഫീല  ലാലെട്ടാ	Rajuvetha Ningala month that day mother Enana one Phila Laletta
151	151	151	Uff mwonr kinnam kaachya item	positive	ഉഫ്ഫ മ്വോംര കീന്നമ കാച്യ ഇതേമ	Phew Mwomra Keennama Kachya The same
152	152	152	madhura rajayum  usharavatte ...from a lalettan fan .	positive	മധുരാ രാജയഉംമ  ഉഷാരവത്ത് കരോമ ആ ലാലെത്തന ഫന 	madura Rajayaumma Pronounced Caroma That Lalethana Fana
153	153	153	Sambavam kollam but	neutral	സമ്ബവമ കൊല്ലം ബുത	The incident Kollam Wednesday
154	154	154	Mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku Ella industrikaleyum vettichu nammade Malayalam industriye unnatangalil ethikanam	positive	മമൂകായുഡേ പദമായളമ ലാലെത്തന തേ പദമാനേന്കീലുമ ഇതോരും മലയാളം പദമാനു അഥര്കനാമ നമ്മകു ഏല്ലാ ഇന്ഡയസ്ത്രിക്ലേയുംമ വേത്തീചു നമ്മദ് മലയാളം ഇന്ഡയസ്ത്രീയ ഉന്നതംഗലില ഏതീകാനാമ	Mamukayuday word Lalethana the Padamanenkiluma This too Malayalam Padamanu Atharkanama We will Ella Industry hunted down Nammad Malayalam Indian woman No upper limb Ethikanama
155	155	155	Njan oru a10 fan aanu but ithu kollaam...... nammade ikka poliyaanuu..... all the best......	positive	ന്ജന ഓരു ആ10 ഫന ആനു ബുത ഇതു കൊലാം നമ്മദ് ഇക്കാ പോലിയാനൂ എല്ല ദ ബെസ്റ്റ്	Njana one That 10 Fana Anu Wednesday This kill Nammad Ika Polianu Ella The Best
156	156	156	Ee padam kand chirich pandaram adangi	positive	ഈം പദമ കംദ ചീരീച പംദരമ അദാനഗീ	Ahem Padma Kamda Cheericha Pandarama Adanagi
157	157	157	Trailer kandappo oru karym manasilayi eni mammooka fans luciferine velluvilikkilla	negative	ട്രേല്ര് കന്ദാപ്പോ ഓരു കാര്യ്മ മാനസീലായീ ഇനീ മമൂകാ ഫംസ ലുസിഫേറിന് വേല്ലൂവീലീക്കില്ലാ	The trailer Kandapo one Karma Manasila You Momoka Phamsa To Lucifer Velluweelikilla
158	158	158	Hvy iteam	positive	ഹ്വ്യ ഇറ്റം	Hvya item
159	159	159	Njan aashupatriyiloottu pookuvaa...ullla roomamellam roomanjichu parinju pooyi..baakki ulllathu pongithanna nikkuva..etttan maatana maaraka maasss*	positive	ന്ജന ആശുപത്രീയലഊട്ടു പൂകുവുല്ലാ രൂമാംമെലാമ രുമാംന്ജീചു പരീന്ജു പൂയീബാക്കീ ഉല്ലാതും പോംഗീഥാനനാ നിക്കുംവഏത്തന മാതനാ മാരകാ മാസ്സ	Njana Hospitalized Not a flower Rumammelama Rumamnjeechu Parinju Puyibakee Everything Thank you Nikumwaetana Matana Maraka Massa
160	160	160	Fight vere level teateril paper kure keerendi varum ichayoooo	positive	ഫൈറ്റ് വേരാ ലെവല് ടെറ്റ്രില പേപ്പര് കുരേ കിരേംദീ വരുമ ഇചയൂ	Fight Vera level Tetrila Paper Kure Kiremdee will come love it
161	161	161	Trailer vere level Anu makkale🤩🤩Mammookka uyir...   mamangam_november 21	positive	ട്രേല്ര് വേരാ ലെവല് അനു മക്കലേമാംമാംഊക്കാ ഉയീര   മമംഗമ്ന്വംബര് 21	The trailer Vera level Anu McCallum tall Mamangam November 21
162	162	162	Ethilum valiya masSs eni ella  Padam 100 crore loading	positive	എതിലുംമ വാലീയാ മാസ ഇനീ ഏല്ലാ  പദമ 100 ക്രോര് ലോഡിങ്ങ്	Anything Wallia month You Ella Padma 100 Crore Loading
163	163	163	E padathil elllavarum und but pottiyal ellam pogum....... Appurath Yama Dan kadha verunnund madhura raajayum Ethayalum all the best	neutral	ഏ പദതില ഏല്ലവരുമ ഉണ്ട് ബുത പോത്തിയല് ഏല്ലമ പോഗമ അപ്പുരഥ യാമ ദന കാധാ വേരുന്നുംദ മധുരാ രാജയഉംമ ഏതയാലുമ എല്ല ദ ബെസ്റ്റ്	A There is no word Everyone There is Wednesday If not Ellama Pagama myth Yama donation Kadha root madura Rajayaumma whatever Ella The Best
