	sentence	sentiment
390	PazhKkam koodubol veeryam koodunna veenanu ikka	positive
391	romanjification love you laletta ithu pwolikkum	positive
392	Nte laletta  Idikatta waiting aaa..... Ummah. Theatre pooraparambha urappaa	positive
393	Pokkirirajaykk murukanil undaya pole oru chayakachal enthayalum kollam	neutral
394	Camera chaithirikkunnathu nalla pakka pakka... Nalla dop.... Orupadishtay	positive
395	Dislike adichirikanadu lalappan tenddikalairikum kolani valangal fuuu	negative
396	Ikka fan alla ennalum ith ikkade etavum valiya blockbuster avate Ennan agraham	positive
397	Trailor ok ...kozapilla enni movie kandal ariyam	neutral
398	Mammmokhaaa 69 vayyas ayye annetum look entaa ponooo	positive
399	cinema virodhikal dislike aayittu ethiyalo.. nthado nannaavaathe.. ikkayeyum ettaneyum verukaan ngane pattunnu keedangale..??	positive
400	Ithilum nallath pulimurugan trailer onnoode kanunnath aayirunnu	negative
401	Lalettnje engne kanan agrahichu ath angne namnal kandu	positive
402	Dislike alla lappantta makkalum anta nadu veral നമസ്കാരം	negative
403	Enatammo pwoli itemm marana mass trailer	positive
404	FDFS locked ഒറ്റ പേര് Megastar Mamookka	positive
405	Inganathe oru padathin vendi aayirunnu kaathiripp...avanteyokke.. friendshipum..romanceum...chaliyum..masalayum.. kand maduth	positive
406	Lalettan massaaa verum Mass Alla kolamass lalettan ki jaiiii	positive
407	Ethra Alinja oru padam Mr mammotty nirthi poekode do🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬	negative
408	Polichu trailer by suriya fan padam polikum	positive
409	Oru reksham ella masss atra parayan epol patuuuuuuu laletan polychu	positive
410	Trailer kaanikan udheshichavar padam full kaanichu ithilude...best	neutral
411	Super trailer avasanam guhan vannnu orginality kalanju	neutral
412	Ooh!! Mass ennoke paranjal para masss... Lalettan kiii	positive
413	dhe ithayrunnu njangalkku vendathu <3 rajuvetta thank you so much <3 lalettan <3	positive
414	Trailer Iranghum munbe lalappans Dislike Adikkunnath Kando . Ithil ninnum Manassilakkam Rajaye Lalappans Pedikkunnu Ennu🤣🤣	negative
415	Nalla oru survival movie avum enn pratheekshikunnu	positive
416	Enta ponoooo  enna lookaaaaa	positive
417	E Padam Hit avunnu e Trailer kandittu thonnunna #LalettanFans Hit #LIKE #SpikerzTraveller	positive
418	Kandittu malayala cinimak nalloru savidayakan koodi kittum ennoru thonal	positive
419	Njan kandukondee irikunnu... vendum vendum.. vere aarenkilm undo ennae pole....	positive
420	Vineeth ettante film aayathukondu super aayirikum urappaaa	positive
421	Ini releasine vendi katta waiting 🤩	positive
422	Aadhyam lalettante kude Lucifer...Ippo mammukayude koode ith....Rajuvettaaa	positive
423	Padathil animation undenn paranjappo ethreem karutheela   Ikka super	positive
424	Time @2:03 am....ethu kanditteee urangan pogunullu.....nale Kanan bakki vachillaa ennu thannee kanannm.... waiting to see #lal	positive
425	Kolakkollliiii  trailer kand njettiyavr aarund	positive
426	EE  oonam ETT!M@@N! KONDUPOOKUM THERRCHA.....	positive
427	ikka ningal enthina ingane njangale romanjam kollikane🤗	positive
428	Ettan kurch koode perfect akum enn vicharikunu by H	neutral
429	ee pulli great father inte grand father aaayi varum....kolakolli item	positive
430	Madhura raja kurach adikam viyarkum ... Thayoli fans inu dislike adikane pattu...	negative
431	Oh enthoot kidu trailer laletta.. kidu mass!!! Love u.. and welldone Prithviraj!	positive
432	Ee christmasile oru mass entertainer aavum ee film....	positive
433	paandi raaja .Annan thanbi.pandi padam nirthi Lucifer movie  pole maaran sramik	negative
434	Trailer ndoke erakiyalum lalettante record thakarkan lalettanu matre pattu	positive
435	Laletta ingal vere leval annu Waiting #L	positive
436	NOV 21 MAranamass Pwolii  FDFS Locked	positive
437	Shooooo....9 manikku kaanan thodangiyadhaa....12:30 aayi....ethra vattam kandu ennadhinum kanakkilaa....nirthaan pattunilalo.....oru katta Mohanlal prithviraj aaradhakande rodhanam!!!!!	positive
438	Ee Easter um Vishum njangal angu eduthu..	positive
439	Super waiting Ikka fans like idh Madhura Raja daaaa	positive
440	Raj yeta thagarthuve movie super dooper hit adichi polikam even in tamil nadu ithu nambalda movie ah hit akam	positive
441	Laletttaaaa heavy padam industrial hit definite	positive
442	Variety laletta	positive
443	Ith powlikkutttaaaa...... Mavoyist alla avnta appan vannalum nammal odikkum	positive
444	katta waiting ..from a katta ettan fan	positive
445	Komban misha avasan senti Aaaa ha anthas	neutral
446	Onnum parayanila. ..nte ponno ...katta waiting March 28	positive
447	Ee Aduth Kandathil Veach.... Kidilan Trailer....  Ikka....Padam Pwolikum	positive
448	Njan madhuraraja kanan poyi  But anikku  Chinnaum policeinte makalum marichathu Boreayi poyi Otherways it's awesome	neutral
449	Trailer veedum veedum kanunavare njn mathramoo??????	positive
450	Padam mosham akanamennu agrahichittavum padam trailer eraghum mumbe	negative
451	Dislike adichavarkk ente vaka naduviral namskaaram	negative
452	Ambo... marakam ikka polichu by katta lalettan fan	positive
453	Dislike adichavar mamooty fans ayatinal onnum parayanilla. Raja 3 strong adaaa. Ijjati mammunniss	negative
454	Suraj Chetan kunjunni maashinte athe cut und.....valare nalla character chetaa	positive
455	Ee padathinte Peru pole thannavum mikkavaarum padathinte avastha	negative
456	Ith oru onnonnara film aanennu ente manass parayunnu	positive
457	Ente rajuettaa ningl oru jinn aanu	positive
458	Sorry Trailer  veendum veendum kandukondirikunnathkaranam Comments\r  vazhikkan pattiyittilla Mammookka polikkum	positive
459	Trailer TRIPLE STRONG akumenu orapullavar like adik	positive
460	Kanda chaavali raja pole alla... kidilan	negative
461	Annalum sunny chechiye randu shotl othukkiyallo.. kashtam tanne muthalali	negative
462	Trailer varunathinu mumbu Dislike adichavarku enta vaga	negative
463	Heroine aaa Hani jadakkku pakaram vere vallo penpillerum mathiyarunnu	neutral
464	Oru rekshayum illa trailer laletta ingal oru maha sambhavaato	positive
465	Supper Mamooka Mamooka Pakaram Mamooka Mathram	positive
466	Lucifer പോലെ Oru മരണമാസ്സ്  Trailer.Mammokka kidukki . Trailer Eshttapettavar evide Like അടി മക്കളെ	positive
467	Trailer pwolliiii Eni padam koodi set ayaaa	positive
468	padmakumarate chathikaruthu odiyanpole aavalle padkumaaratte ikkaaa chathikalle filmum ithupoleaavanam	neutral
469	Usmanee.... Mmmuk eenthapaya kachavadam matti bala kachavadam tudangam.. Evdoo kettapole 🤣	negative
470	Padathinte peru sheriyalla yenth unda oru veraity vende perinu.	negative
471	Hvy bgm.... Hvy trailer....... Hvy massssssssss...... Ikkaaaaaaaaaa polikkumm.... Romanjam kond irikan vayya.... Ikka inga polikkum	positive
472	Mammooka polikum asifikka yude oru guast roll ഉണ്ട് athinum katta waiting	positive
473	Ithil polikkan pokunneth aah pillera50 more newcomers aahaa	positive
474	100cr club keriyathinu sesham trailer kandavar undo	positive
475	Vysakhinte direction aayath kondaanenn thonnunnu...raajayk oru pulimurugan touch	neutral
476	Dislike adicha....... Kal poyi 1080 p itte kaanada naayikkale	negative
477	Enthonn trailer urakkam varunnu ellaarum nalla kidilam ennu paranju kandu nokkiyadhaa oru rasavumill A  maalapadakkam	negative
478	Dialogue presentation valare mosham padam moonjaali markkaar akumo	negative
479	X mas en oru pooram aha	positive
480	Super mammoookkkaaa... ....   Oru lalettan bhakthan..	positive
481	Loocheeperinte kalem ethi mekkale ellarun meri nikk	negative
482	No way man ikkaaaa next hit	positive
483	Waiting .. Katta waiting.... Mammooka love you  Ikka istham	positive
484	Adaaar item   Lalettan and Prithuvi.	positive
485	6k dislikes.. Guhan fans Karanju Mezhukal aanallo	negative
486	Mamooka ningal vismayipichu kontirikaanu ee prayathilum	positive
487	Pwolichu Bgm Vere Level Ikka Waiting	positive
488	Ijathi item  kandittey povu 🤘🤘	positive
489	Entammooooo oru raksha illatha trailer Bgmil evidekkeyo avengersinte bgm ullath Poole thonnunnath enik maathram aano?🤔🤔🤔	positive
490	Oru raksha illa oru adaar item  Marana Mass Ennu Paranjaal ithanu  Super Super Super	positive
491	Background music oke kollam.... Pakshe padam erngumbol eee kanunathoke undel kollam.... # sada oru cinemapremi	neutral
492	Lalettan prithvi combo .... =മരണമാസ്	positive
493	trailor editor kk oru kuthirapavan kodukaan thonnunavar ivide camonnnn!!!!	positive
494	ikka scholl mass dailogue ellarum maranna mattoru item und therrunnillallo katta exitment raju ettan  full suspence...	positive
495	Mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku Ella industrikaleyum vettichu nammade Malayalam industriye unnatangalil ethikanam	positive
496	supr ikka powli ..... padam supr arikkim urappaa.... ikka lve u ....	positive
497	Padathe patti undayirunnu ah mundharana maari...Oru mass padam thanne ayirikkum...Best wishes	positive
498	Uff _    Murali Gopi	neutral
499	Kurach massum aayittanallo jayetta ipravishathe varav	positive
500	Makkale ethu polikkum    oru raksayumilla	positive
501	Mammotyodulla ishtam kadutha thamizh vorodhathal thakarnnu mannadinjhu poyi....this flm seems like paandi movie	neutral
502	Mass enokka paranja onannara mass athanu mammukka....	positive
503	Kunjaalikk eee sound fit alla ennoru thonal	neutral
504	Ikka polichu athum e prayathil love u ikka	positive
505	Tovino chetta pwoli love from Kanniyakumari	positive
506	Adipoly . Rocking enik eshtamaayi . Adipoly . Rock on	positive
507	ethu endha pulimuranta bgm okka koodi mix  pratheesha pokavoo	neutral
508	angane oru divasam daivam marichu..........hahahahah.....nalla comedy	neutral
509	BGM kidukkiiiiiiiii makkale koode mammukka combi 🤩	positive
510	Mamukka I  like  you	positive
511	Dileepettan...luv u ..luv u so much	positive
512	Kurupuutivarunavrde anakil kodtha keechan trailer ikkaaa Uff ingal eeejathi mass  FDFs urappachuu singasa Thalivaa....MaduraRaja #RajaEffect #RIP YouTube Thukkiaydii	negative
513	Mammooty fansavm dislike adiche Poi madhurajak adikadaa Etu vere levela mone dineshaa	negative
514	MURALI GOPI NINGALUDE DIALOGUE PWOLIYAANU. ..MWTHE	positive
515	Ithe namma jayikkan mathram kalikana kaliyaaaaa	positive
516	Patti vananagal okke dislike adichu thudangi ...	negative
517	Dislike  Adicha Mammookka Fans  Njagade #ettante varav KaneKulirke Kandota...........................	negative
518	Katta waiting	positive
519	Sreekumara menone naari nee ithonnu kaanu	negative
520	Oru rakshyum illatha trailer Trailer ingane aanenkil movie eganeyayirikkum mass aayirukkm	positive
521	Lalettante katta fan aanu njan all the best laletta	positive
522	Ithenthu killichundan mambazhama.... ithokke namude raju ettanu koduthal pollichadukiyene..	negative
523	Padam poliyum ennu urappayi. Rajadhi Raja enna thara padam pole.	negative
524	Ithu polikkum urappa...kidu..... Prithvikoodi undaavanamennu aagrahikkunnu... By a lalettan fan	positive
525	teaser erakune munbe 1.4 dislike..  enthina enn manasilayaila...	negative
526	Entammoooo lalettan clean shave look maarakam katta waiting for odiyan ettan daaaa	positive
527	Perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass	positive
528	Versatile Star Jayasurya  Mass kaa baap  pwoli item loading.......	positive
529	Rajuvetta katta waiting for Lucifer	positive
530	How Ande PONNO RameshPisharadi Pani Padichu Varunnud  Samvidhanam Anna Pani Ee kanichathinel Nannayal Mathiyayirunnu Ee Cinima	neutral
531	Sooragetta poolichutoo last dialogue epic	positive
532	trailer kandu full comedy aanannu manasilakkivar evde come on	positive
533	Katta mammokka fans like buttonil power kanikku Trailer polichu	positive
534	odiyan thulapichu myran V A Sree kumar kopan poda	negative
535	November 21 avan kathirikunnavar like adich pwolikk🥰	positive
536	Pullikaranstaraa.best actor ee randu padangalude oru mix ayi thoni	neutral
537	madhura raja trailerinu surya fansinte ashamsakal	positive
538	Jayasuriya Vijaya Babu Combination After Aadu Movie.	positive
539	Eanth oola trailer korch kanji eadukkattee🤣🤣	negative
540	Ee cinema ethayalum mammukaude blockbuster movie ayyirikum.100%	positive
541	Asif ikka ye screen il kaanan katta waiting..	positive
542	Dec 12 onn akan etra nalay waiting anu	positive
543	ikka vannu makkale . iniyanu kaliyude idiyude vedi pooram	positive
544	Polichu trailer mass padam marana mass aarikkum urapp	positive
545	Katta waiting. Nalla padamaanennu thonnunnu.	positive
546	Laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi	negative
547	real fansinu kuru potti tudangi 1.4k dislikes	negative
548	Kalipp look and katta kalipp trailer.. blood boil moment	positive
549	lucifier onnum onnum alla  eth raja da	neutral
550	Mattoru DHRISHYAM...  aakum..  Aakattey..  Athinte soochana trailer il und	positive
551	Kidilolkidilam item. Katta Waiting For Odiyan	positive
552	1:02 ... idakk pulimurugante bgm pole varunnu	neutral
553	Indhrans fansinte ellaa aashamsakalum supportum!!! Pwolikku makkale!!!!!	positive
554	Athra thavana kanditum madip thonunile oru rekshym ile super	positive
555	Endhokke aayirunnu malapuram kathi.kozhikode aluva	negative
556	Valluvanaadi ne poole aavan Oru Range venamedaa	positive
557	Pwli oru rakshyum illa muthaa ikkaaa	positive
558	Report adikkunna lallunnikalle pokkooo vella panni eduth jeebikkedaaa	negative
559	prayam koodum thorum cinema adipwoli akukayanallo	positive
560	Ikkakkaano! ettanaano!  kooduthal view&like ulle enn nokkaan varunnavar ivde oru lyk idu.... 🤗	positive
561	Ente ikka oru rakshem Ulla	positive
562	Bgm okke powli.... But poster kond undakiya oru roomajam teaserinu tharaan kazhinjilla..... Endhokayo suspence und enn manasilayi......... Waiting	neutral
563	Last dialogue.... oru rakshem illla... .... Asoooya verum asoooya.... Sontham naadine vittukodukunna kali illa enth vannalm...	positive
564	Athu ___ Makkladaa ee jathi iteamsoka dislike cheyyunaaa.... Raju vs Lalu...	negative
565	ithil mammookkayude mukavum shabdhavum mathrame ullu  body mattarudeyo annennu thonnunnu  entho evideyo ....	neutral
566	Madhura Raja ....Pokkiri Raja....Rajadhi Raja...Bellaadi Raja Raja Always Mammookka Da	positive
567	Pani Ariyavunaknd thanneya pidichu nikune .. 🥰 oru family feel good movie koodi vrununde ...   Happy Birthday  Mammooka	positive
568	Entha oru enegy nammude daddy girigayum undu ithu polikum	positive
569	Ithrayum pratheekshichillaaa. Ikkayude pilleru tripple allaa 100 madangu strong aahhh	positive
570	Ith polikun Nighal ath parayunnu Polikumo illayo Polikum akil like cheyu	positive
571	Surajanenn trailer pakuthyethiyappo mathrame manassilayullooo... surajettan pwoli	positive
572	Lusifer oniladhigam kanubol lagadikumpole enalum kolam	neutral
573	Teateril poi kanan katta waiting ayavar like adiche.. ikka ishtam	positive
574	Ntemmo... Romam eneett ninn dance kalikkunn.. Rajaaaa return	positive
575	entammo romanjaam romam ezhunettu nikkunnu . enna trailara laletan marana mass	positive
576	Ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir	positive
577	Erangana mumb 285 dislike ejjayi mayrol	negative
578	Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!	negative
579	Ithu polichuuu ..   Tovinoo .. Broii .. I m also a ichayan of mii kalla kochu .. .	positive
580	Ee 2019 enna varsham Maamookkant thanne aan	positive
581	Dislike adichavarkk enthe naduviral namskaram	negative
582	Trailer kollam but movie flopp aavum	neutral
583	Ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu	positive
584	2.7 k dislikes irangunnadinu munne thanne vannalloooo	negative
585	Pirates of the Caribbean .. Peru maati ettal aalkar chilappol like adikkum..  Aale pattikkan eniyum engane nalla nalla teasers pratheekshikkunnu.	negative
586	Ee Trailer Njan Thaetril Kandappo Ennaa Feelaan! Tovino Achayan Ishtam!	positive
587	Ippozhum repeat adich kanunnavar ivdey like ikka🥰	positive
588	immathiri item ellam abhrapaliyil kananamenkil innum ee arupathiyettukaran orungiyiranganamennathu enthoru virodhabhasamanu #proudofyou mammookka	positive
589	Mamoookaaaa massssss.....uff rakshayillaaaa...ikka ennum mass ka bapp	positive
590	Otta peru MAMMOOTY  എജ്ജാതി bgm kodoora mass Apo eidum abrahaamin	positive
591	ikka ennum top lanu one and only raja	positive
