sentence	sentiment	lang_of_words
@YSRCParty Prashninchevadu aepudu sethruve .. Ration intiki ane padakam Chala bhagndi sir kani roju kooli cheskunevallaku edi Chala ebandi vallu voche time varaku wait chesi mrng 9 ki velthe afternoon 1 Indi maku halfday pani lose Indi dini kante ration shop best kudirina time lo teskovachu	positive	['univ', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'en', 'univ', 'ne', 'te', 'en', 'univ', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'en', 'en', 'en', 'te', 'en', 'te', 'te']
Nandhi movie Naresh carrer lo biggest hit avthadi 💯	positive	['te', 'univ', 'univ', 'en', 'te', 'en', 'en', 'te', 'univ']
@NanduChowdary21 ledhane Ga Aa Concept Ichav 😂 😂	positive	['univ', 'te', 'te', 'te', 'en', 'te', 'univ', 'univ']
Silent deniki bro manam chusedi free a gaa	neutral	['en', 'te', 'en', 'te', 'te', 'en', 'en', 'te']
Tell me sashi movie review anna	positive	['en', 'en', 'te', 'en', 'en', 'te']
Can u pls give a non spoiler review of the shakuntala devi movie which is released in prime pls 🙏	neutral	['en', 'en', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'univ']
Expected Big heart from thyview	positive	['en', 'en', 'en', 'en', 'en']
Puspha waiting movie bunny anna 🔥 🔥	neutral	['ne', 'en', 'en', 'en', 'te', 'univ', 'univ']
@shivainn @gayatri008_16 Aadu e party lo join avtadu anedi matter kadu chestunna help ki appreciate cheyalsindi poga reverse lo tidtunnaru siggulekunda	negative	['univ', 'univ', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'ne', 'en', 'te', 'te', 'en', 'te', 'te', 'te']
Yes already did in our non Telugu movies	neutral	['en', 'en', 'en', 'en', 'en', 'en', 'te', 'en']
Em maatladutunnav anna naralu cut aypoyinay	positive	['te', 'te', 'te', 'te', 'en', 'te']
Gay is a a lot different from transgender dont mix-up both	neutral	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
Saaho lo prabhas ni only elevate cheyali pan india hero ga anipichindi story n screenplay worst n routine . waste of time n its a disaster film	negative	['en', 'te', 'ne', 'te', 'en', 'en', 'te', 'en', 'ne', 'en', 'te', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
Total sankranthi movies tesukoni eydi baghundhi ani oka video chai anna	neutral	['en', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te']
@pampachak4 Ilanti match ye ninna evado gelipinchedu gaa vaadiki idhey statement ichavv kadha bey ... Ee roju emaindhi ah statement .	positive	['univ', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'univ', 'te', 'te', 'te', 'te', 'en', 'univ']
@BhaagiTheBot @perusalaar Itey sanju gadiki mabu gaadu chekka gaddu ani telisipoindi anamata 😂 😂	negative	['univ', 'univ', 'te', 'ne', 'te', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ']
@B4Politics @geeky_kicku @Varmasgirl @unexpected5678 aa cheta ni ignore chesi , vadini chudu brinda .. enduko ardham avuddi .. vadi mind lo emanukunte adi twt la vesthadu anthe . ikkada silent ga untu adavallani ibbandi pette kanapadani cheta chaala untundi .. anduke naku kicku fan nenu 🤗 😃 😃	negative	['univ', 'univ', 'univ', 'univ', 'te', 'ne', 'te', 'en', 'te', 'univ', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'univ', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'te', 'univ', 'univ', 'univ']
@LathaReddy704 Edo okaroju anubavinchakunda pothada NTR gariki chesina drohaniki sigu lekundaa inkaa ayana peru cheppu kuntaa unnaru 😞 😞 😞 😡	negative	['univ', 'te', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'univ']
Osm movie bgm with story plotting and twists 👌 👌 This more better than V , Miss india penguin nishabadham ,	positive	['ne', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'te', 'univ']
Show finished ..... enni saarlu choosina kooda last scene choosthunnappudalla BP perugutundhi .. jayasudha Kamalhassan ni reject cheyyadanni teevranga kandistunna	negative	['en', 'en', 'univ', 'te', 'te', 'te', 'te', 'en', 'en', 'te', 'univ', 'te', 'univ', 'ne', 'ne', 'te', 'en', 'te', 'te', 'te']
Just watched movie in threatre 😜	neutral	['en', 'en', 'univ', 'en', 'en', 'univ']
Sekhar rock @chathrapathi tharvatha 5 years hit ledhu . Adhi down kaadha ? 2010 lo darling tho malli hit kottaadu .	neutral	['ne', 'en', 'univ', 'te', 'univ', 'en', 'en', 'te', 'univ', 'te', 'en', 'te', 'univ', 'univ', 'te', 'en', 'te', 'te', 'ne', 'te', 'univ']
@BrettLee_58 @harbhajan_singh Intha fast ga reply ichaav endhanna 😒	positive	['univ', 'univ', 'te', 'en', 'te', 'en', 'te', 'te', 'univ']
@CherryBoss143 @AlwaysRamCharan Adi manchhi pani mawa timeline antha polls negative tweets	positive	['univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'en']
Siggulekunda double texted Ippudu mental peace	negative	['te', 'en', 'en', 'te', 'en', 'en']
Bro Surya not a hero his a actor	positive	['ne', 'ne', 'en', 'en', 'en', 'en', 'en', 'en']
English movie review la vundhi koncham Telugu lo cheppachu kadha	neutral	['ne', 'univ', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
FDFS videos eppudu chestaru anna	neutral	['univ', 'en', 'te', 'te', 'te']
Mana director ki carona vachindhi bayya 😭	neutral	['ne', 'en', 'ne', 'en', 'te', 'te', 'univ']
Anna do how to become an ACTOR . what qualites to need become an ( ACTOR )	neutral	['ne', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'univ']
Avunu naku mi lage aanu pinchindhi movie Chusthe	neutral	['te', 'te', 'te', 'en', 'te', 'te', 'en', 'te']
@RusthumHere Vallatho disco lu petti bokka ehe , haayiga paduko po	positive	['univ', 'te', 'en', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te']
Mvi motham chai chai chaii	neutral	['te', 'te', 'te', 'te', 'te']
Bro make viode on Aa naluguru	positive	['en', 'en', 'en', 'en', 'te', 'te']
ray nenu choputho kudutha movie kee pokunda review echavu anuko	negative	['en', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te']
@SnigdhaPushpa Poni le college lo entrance kavali ani vasthe direct ga heaven loki entrance ichav .	positive	['univ', 'te', 'ne', 'en', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'en', 'en', 'en', 'te', 'univ']
Our favourite voice is back 🙏🏿	neutral	['en', 'en', 'en', 'en', 'en', 'univ']
@NaakuTheliyadhu @paparayudud @lucky59000 Ippudu unna situation lo BJP tho undatame good ledha addamainolu cheta matalu anipinchukovali ... Ycp vaalu pichiga vagaaru ipudu taggaru gaa .	negative	['univ', 'univ', 'univ', 'te', 'te', 'en', 'te', 'univ', 'te', 'en', 'en', 'te', 'te', 'univ', 'te', 'te', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
@Vivek Thota a review is a personal opinion and it 's not only about + ve points u have to include -ve points of the movie in a review and most importantly it 's his personal view of the film u have no right to counter or tamper his personal opinion .	positive	['univ', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'univ', 'te', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ']
Bro make a video on pirates of the Caribbean	neutral	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
Wow i experted first thing first i did not like movie but u did liked it	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
@MohanNt33962085 @Satyana96704119 @RKB_Tweets Hanu laga andaru erri pushpalu avvdam istam emo me andharky	positive	['univ', 'univ', 'univ', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'en', 'en']
@KalyanN03 Andaraki telusu me vadiki abo gadhuu 7 crs veste gani 95 raledu paiga ban ki 2 cr thagichhadu poyi chusuko telugu 360 lo emanna ante abo ani egaradam edo me vadiki ekkuva vestunnadu ani cheap pans 😂 😂	negative	['univ', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'en', 'en', 'te', 'univ', 'te', 'te', 'en', 'ne', 'univ', 'en', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'en', 'univ', 'univ']
Mve was just awesome full action packed dhimma thiregey visuals 🔥 😍	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'te', 'en', 'univ', 'univ']
Until ur video came , I do n't know that the film released .	positive	['te', 'ne', 'en', 'te', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ']
Rey sankari jaathi lanjakodakallara @UV_ Creations .... Manishi modda ki puttara ... Gadidha nakka ilanti jathiki puttara ra .... Adigindhi updates ea ra .... Mii aasthulu kaadu .. @director_radhaa gaaliki vadili dengaru mammalni maa cinemanii .. #RadheShyam NIDRA LEY UV CREATIONS	negative	['te', 'te', 'te', 'ne', 'univ', 'en', 'univ', 'te', 'te', 'ne', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'en', 'en', 'te', 'univ', 'te', 'te', 'te', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'te', 'en', 'en', 'en']
Nuve chey Ra poy director gaa Ne intla puku anduku Ra neku vadu ado cinema tese lockdown lo release cheste Nek anduk gudala mandutundi Ra Na modala review Vadu cinema release chesende akva e time lo danki modaga du review estundu 🤬 🤬	negative	['te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'univ', 'univ']
Manchodu ma babu 🙏 Intha manchi thanam entana niku 🙏 #SarkaruVaariPaata @urstrulyMahesh	positive	['te', 'te', 'ne', 'univ', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'univ']
Devuda… naa madichedi poyenu poorthiga Aina…… . Bagundi haayiga Rathirantha gunuku ledu edoti chheyyaliro #AdvanveHBDMaheshBabu #sarkaruVaariPaata @urstrulymahesh Follow me @urstruly__madhu @Dhfmpooja @urstruly_Hitman #AdvanveHBDMaheshBabu #sarkaruVaariPaata @urstrulymahesh	positive	['ne', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'en', 'en', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ']
Chari bro try to do the video of `` Rajkumar Hirani Films ``	negative	['te', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'ne', 'te', 'en', 'univ']
@babayi_abbayi @Proud_DHFM2 @Its_Jdeep mabu gadhu vadi puku nakadam thappa emi pikaledu ga 😂 😂	negative	['univ', 'univ', 'univ', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ']
@VenkaT_PawanisT Aravolu kalyan morphs kindha chudu mabbu gadhuu unadu so ..	negative	['univ', 'te', 'ne', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'univ']
@pottipuka @babayi_abbayi @pranayk84990 @K_Rishi_kumar @DQ_Insane @RusthumHere mabuu lanjakodku ki ni amma ni keep ga pettukomanu and bendi gadu krsihna lanjakoduku ki ni amma ni ichi 5th marriage cheyyara mabbu lanjakodaka 🤙 🤙 🤙 🤙	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'te', 'te', 'ne', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'ne', 'te', 'ne', 'te', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'univ']
`` Galeez '' gaddu aka Vishnu Oi in #TaxiWaala Woohoo ! 🙌	negative	['univ', 'en', 'univ', 'te', 'te', 'en', 'te', 'en', 'univ', 'en', 'univ', 'univ']
Why ? Watch the original version . Get high 😍 have watched the Telugu version too . But believe me . Mohanlal is a must watch . ❤	positive	['en', 'univ', 'en', 'te', 'en', 'en', 'univ', 'en', 'en', 'univ', 'en', 'en', 'te', 'te', 'en', 'en', 'univ', 'en', 'en', 'en', 'univ', 'ne', 'en', 'en', 'en', 'en', 'univ', 'univ']
@vvcnbkcult @AlwaysHitler45 Arey na ishtamm vacchina meme vestha ninnu mention chesana leka ninnu tittana paniki malina kojja poram buku musthii puku lanja kodaka . Na istamm vacchina memes replies gaa ishta nekendi ra badha musthii bajar puku Ammukone brathike chillar lanja kodaka	negative	['univ', 'univ', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'ne', 'te', 'en', 'en', 'en', 'en', 'te']
@30thjuly2021 Att chudu chaala ante chaalaa bhagundi 😂	positive	['univ', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
Wtf broo ? 😏 😏 movie antha kiraak undhi and nuu it was okaish antunav ? Antee nee opion lo china cinema luu bagova ? Star hero movies ee bagutay aa ? 🤔 Pora poy star heros sanka nakku poo . Nekendukuraa reviewsuu .	negative	['en', 'en', 'univ', 'univ', 'univ', 'en', 'te', 'te', 'te', 'en', 'te', 'en', 'en', 'en', 'te', 'univ', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'univ', 'en', 'en', 'en', 'te', 'te', 'te', 'univ', 'univ', 'te', 'te', 'te', 'en', 'te', 'ne', 'te', 'univ', 'te', 'te', 'univ']
Anna what went wrong and decode series eppudu resume chesthunnaru 🤷🏻‍♂️ 🤷🏻‍♂️ 🤷🏻‍♂️	neutral	['te', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'te', 'univ', 'univ', 'univ']
@sai_sandilya Vaadiki Blue Sea theliyakapoina ... oka dozen views aithe icchav gaa QT chesi .	positive	['univ', 'te', 'en', 'en', 'te', 'univ', 'te', 'en', 'en', 'te', 'te', 'te', 'en', 'te', 'univ']
@PRIVeracruz_ @PRICDMX_ @PRDMexico @prd_ @joaquin_GA @AccionNacional @AristeguiOnline @revistaproceso Naro Amador un corriente político chaquetero “ desea gobernar #PozaRica a costa de infidelidades ” * Chillar a líder estatal del #PAN #Papantla #Veracruz	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'te', 'en', 'en', 'te', 'en', 'en', 'univ', 'en', 'te', 'univ', 'en', 'en', 'te', 'en', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'univ']
@nencheppanpo 😚 😚 😚 manchhi pani next time report and block	positive	['univ', 'univ', 'univ', 'univ', 'te', 'te', 'en', 'en', 'en', 'en', 'en']
@ImRaina gaa .. neku saati evaru leru kummav e rju .. yayy field n spin kuda dummu lepu saami	positive	['univ', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'en', 'en', 'en', 'en', 'te', 'te', 'te', 'te']
Movie is simply super this was my first comment in YouTube I have watched the movie just know superr movie 😍 😍	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ']
Asale manchii kaaluna mood lo unna e time lo kindha lanti chettha content lu kanpadali ready ga una eskodanki !	negative	['en', 'en', 'ne', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'univ']
Bhayya . Nee review meeda naa review Review rasukuneppudu balekapoina nee voice tho daanni cover chesav . Final word . - just below avg review . Ee sari kothaga cheppu thyview	negative	['te', 'univ', 'te', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'univ', 'en', 'en', 'univ', 'univ', 'en', 'en', 'en', 'en', 'univ', 'te', 'te', 'te', 'te', 'en']
Thaman music paina oh Kannu veyali	neutral	['en', 'en', 'te', 'en', 'te', 'te']
@pkopinion @hyndavi4nation Okkanki Minchi okkalu poti padthunar ee chillar post luu pettadam la . Vattiga rechagodthunar manlne silent ga unna modde vattiga gelkthunar .	negative	['univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'univ']
@obulbabu1 @YSR_JMR_TNR @SVishnuReddy @ysjagan @IPR_AP @sunny_hrudhay @MeesaalaNaidu Na aathulu kuda pika peru nivu Mee pichi reddy lanja kodukualli sigguu lekunda reply isthunnav Sharmila pooku Naku po ra lanja kodaka	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'ne', 'ne', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
Movie chudandi ra babu review kadhu movie super morning show chusa	positive	['en', 'te', 'te', 'ne', 'en', 'te', 'en', 'en', 'en', 'en', 'te']
Tammudu oka cinima meeda konni vandala mandi aadrapadutharu . meeru simple gaa views kosam negative cheppeddu . let them audience watch and decide . and how u can reveal story mee exam paper baga rasina evado meeku kavalani marks takkuva iste ela untundi . ee movie ayina story reveal cheyoddu . .	negative	['te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'en', 'te', 'en', 'te', 'en', 'te', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'univ', 'te', 'en', 'te', 'en', 'en', 'te', 'univ', 'univ']
Yes only visuals only great bad movie BGM also copied tamman Ratasana tamil movie BGM What an idiot 🤦🏻‍♂️ 🤦🏻‍♂️	negative	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'ne', 'univ', 'ne', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ']
He will be in our heart forever ❤ ️ ca n't forget him 💗 💗	neutral	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'en', 'en', 'en', 'en', 'univ', 'univ']
Gaali Samapth very emotional about son and father	positive	['ne', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
@its_bunny_fan @Bunny_Boy1 Aa smile choostoo haayiga chachchipovachchu	positive	['univ', 'univ', 'te', 'en', 'en', 'te', 'te']
@Alwaysrocky1 @RaghuCharanism Niku thappa andhariki Telusu musti munda koduku moddalo Yash gadi batuku Ah lovdek ball pans NTR Ni anadam 💦 💦 💦 Comedy denginattu undhi 😅	negative	['univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'en', 'en', 'en', 'ne', 'te', 'te', 'univ', 'univ', 'univ', 'en', 'te', 'te', 'univ']
@DrPradeepChinta @JoeBiden Ade chavata sanasulu , commissions ki kakuirthi paddi , AP ni care of corruption gaa ani , haravad lo cheripinchrulo . Ade okatana , Oka caste meda padi edichhi , CM chair ki una , dignity kuda cheta lo kaliparu Mana Yound CM .	negative	['univ', 'univ', 'te', 'te', 'te', 'univ', 'en', 'ne', 'te', 'te', 'univ', 'en', 'te', 'en', 'en', 'en', 'te', 'te', 'univ', 'te', 'te', 'te', 'univ', 'te', 'te', 'univ', 'te', 'en', 'te', 'te', 'te', 'univ', 'en', 'en', 'ne', 'te', 'univ', 'en', 'te', 'ne', 'te', 'te', 'te', 'en', 'en', 'univ']
@PawanKalyan Mee trailer chala bagund .సుధీర్ ఒక హీరో . హాస్యనటుడు కాదు . కానీ పరిస్థితులు అలా మారాయి . POWERFUL STAR సుధీర్ యొక్క పెద్ద అభిమాని .. dayachesi edina avakasham maa hero ki ippichandi sir . oo7	positive	['univ', 'te', 'en', 'te', 'en', 'univ', 'en', 'en', 'univ', 'univ', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'te', 'te', 'te', 'te', 'en', 'ne', 'te', 'en', 'univ', 'ne']
Reviews nenemi mimmalni impress cheyyadaniki kaadu bro chesedi , naakem anipinchindo Adey cheppali . And Naaku V movie anthaga nacchale , so I can ’ t lie right ?	neutral	['en', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'univ', 'te', 'te', 'te', 'te', 'univ', 'en', 'te', 'en', 'en', 'te', 'te', 'univ', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'univ']
@zooCakePaata Pakkalu vese evaralu chesthe fun kaka inkenti 🤣 me sanka meri nakondi first taruvathi madhi nakand 😀 💦	negative	['univ', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'univ', 'univ']
Nadhi ippatiki hit ee last e bro	positive	['te', 'te', 'ne', 'te', 'en', 'te', 'en']
@nenuvizagfamous Na pic petti nekem noppi antav .... em loude gaanivi ra nuv .... chillar ga .... ne ayya paisal kaavu gaa poyi pani chesko po	negative	['univ', 'te', 'en', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'univ', 'en', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
Lag na kodaka Sagathesthav endhuku Mamuluga cheppaleva	negative	['ne', 'te', 'te', 'te', 'te', 'te', 'te']
@Ashraf1_786 @MsSriReddy Public gaa cheppu tho denginatlu cheppadu puri mabu gaduu gurinchi malli edhava covering lu andhuke ra mimmalni anedhi pilla 🍉 🍉 🍉 🍉 🍉 ☁ ️ ☁ ️ ☁ ️ ☁ ️ ani 😂 😂 😂 🤣 🤣 🤣	negative	['univ', 'univ', 'en', 'te', 'te', 'te', 'te', 'te', 'ne', 'ne', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'ne', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ']
